source	target
I double-booked myself for coffee and a dentist appointment by mistake.	Я випадково записався одночасно на каву та до стоматолога.
Let's finalize the trip plan before the price hike hits.	Давай остаточно узгодимо план подорожі перед тим, як ціни підскочать.
That project is due tomorrow, and I haven't started.	Цей проект потрібно здати завтра, а я ще не розпочав.
My phone battery just died again, ugh.	Батарея мого телефону знову сіла, бля.
That new guitar riff is addictive.	Цей новий гітарний риф затягує мене.
I found these sneakers on sale, 40% off.	Я знайшов ці кросівки зі знижкою 40%.
If you don't text back soon, I'm assuming you're busy.	Якщо ти не напишеш мені швидко, я подумаю, що ти зайнятий.
This deadline is brutal, but we'll crush it.	Цей дедлайн просто жорсткий, але ми його подолаємо.
I burned the toast again, legend.	Я знову спалив тост — справжня легенда.
Is there a cheaper route, or should we just go by the highway?	Чи є дешевший маршрут, чи їхати просто по шосе?
The Wi-Fi is a nightmare here, it drops every 5 minutes.	Wi‑Fi тут справжній кошмар — кожні п’ять хвилин обривається з’єднання.
Shoot, I forgot my gym key card at home.	Чорт, забув картку доступу до залу вдома.
The map said to turn left, but the GPS took us into a construction zone.	За картою потрібно було повертати ліворуч, але GPS завів нас у зону будівництва.
Today I crushed my workout - sweating like a pig.	Сьогодні я круто потренувався - піт лився, як із крана.
Can you reboot the router? The Wi-Fi keeps dropping during Zoom calls.	Можеш перезавантажити маршрутизатор? Wi-Fi постійно падає під час дзвінків у Zoom.
I found a killer bargain at the grocery store: avocados for half price.	Я натрапив на круту знижку в супермаркеті — авокадо за півціни.
I burned the toast again; maybe I'll just order pizza.	Я знову підгорів тост; напевно, просто замовлю піцу.
That gym playlist is fire, got me pumped for the workout.	Цей плейліст у спортзалі — просто вогонь, він заводить мене на тренування.
Did you hear the latest gossip about the neighbors?	Чи чули ви останні чутки про сусідів?
I left my umbrella at the cafe; perfect weather, of course.	Я залишив парасолю в кав'ярні; звісно, погода просто ідеальна.
The movie turned out to be a total disappointment; I fell asleep halfway through.	Фільм виявився повним розчаруванням; я заснув посеред перегляду.
Could you grab the last slice of pizza from the box before I change my mind?	Чи можеш взяти останній шматок піци з коробки, поки я не передумаю?
That new policy is a nightmare to navigate.	Нова політика — справжній кошмар, з яким важко розібратися.
Don't forget to feed the cat while I'm away.	Не забудь нагодувати кота, поки мене не буде вдома.
These sneakers are a bit pricey, but they look dope.	Ці кросівки трохи дорогі, але виглядають круто.
Can you lower the brightness? My eyes are killing me.	Можеш зменшити яскравість? Мої очі від цього дуже втомлюються.
I'm really glad you're here with me tonight.	Я дуже радий, що ти тут сьогодні ввечері зі мною.
Damn, I left my passport at the cafe again.	Бляха, я знову залишив паспорт у кав'ярні.
The boss wants the report by noon, but I'm still missing data.	Шеф хоче звіт до полудня, але мені все ще бракує даних.
What happened, you totally disappeared from the group chat?	Що сталося, ти взагалі зник із групового чату?
I grabbed a street taco and it was a mess, but I loved the salsa.	Я взяв вуличне тако — воно було розвалене, але сальса була класна.
I finally learned how to cook ramen without burning water.	Я нарешті навчився готувати рамен так, щоб не підпалювати воду.
The boss just dropped a new deadline on us.	Бос щойно навалив нам новий дедлайн.
I burned the toast again.	Я знову спалив тост.
Did they just cancel my flight? Are we stuck here?	Вони щойно скасували мій рейс? Ми тут застрягли?
This jacket looks cheap, is it real leather or fake?	Ця куртка виглядає дешево — це справжня шкіра чи підробка?
The gym finally reopened after renovations, but the membership is through the roof.	Спортзал нарешті відкрився після ремонтів, але абонемент зашкалює.
That last goal was insane!	Останній гол був просто божевільний!
Which train should I take to the airport?	Яким потягом мені їхати до аеропорту?
These shoes are dope, but they're way too expensive.	Ці кросівки — просто кайфові, але вони занадто дорогі.
The app keeps crashing every time I try to pay.	Додаток постійно вилітає кожного разу, коли я намагаюся заплатити.
I miss you, even though we argued last night.	Сумую за тобою, навіть попри нашу сварку минулої ночі.
Yo, this playlist slaps!	Йо, цей плейлист качає!
I messed up the presentation, and the boss isn't happy.	Я накосячив із презентацією, і бос не в захваті.
Can you recommend a good hiking trail around Lviv?	Можеш порадити гарний маршрут для походу поблизу Львова?
He dumped me out of the blue, and I'm heartbroken.	Він кинув мене раптово, і моє серце розбите.
That app kept crashing during the demo, what a nightmare.	Цей додаток крашиться під час демо — повний кошмар.
I missed my stop and I'm wandering around in the rain.	Я пропустив свою зупинку — тепер блукаю під дощем.
That goalie just pulled off a miracle save!	Цей воротар щойно витягнув неймовірний сейв!
I keep forgetting my password and I can't access my account.	Я постійно забуваю пароль і не можу потрапити до свого акаунта.
The toast is burned again; maybe I should switch to waffles.	Тост знову підгорів; мабуть, варто перейти на вафлі.
Stop pretending you're busy; I won't judge.	Не треба прикидатись, ніби ти зайнятий — я не засуджую.
I just found out my flight got delayed again.	Я тільки дізнався, що мій рейс знову затримується.
This game is brutal, but I'm not giving up.	Ця гра жорстка, але я не здаюся.
Can you drop by the store on your way home?	Можеш заїхати до магазину по дорозі додому?
Ugh, my phone died, and I left my charger at the gym.	Фу, мій телефон розрядився, а зарядку я залишив у спортзалі.
That bakery down the street makes the best cinnamon rolls.	Та пекарня на тій вулиці робить найкращі булочки з корицею.
I failed my bike race today, but I'm not giving up.	Сьогодні я провалив велогонку, але не збираюся здаватися.
That new gym is trash, but the playlist is fire.	Цей новий зал — повна фігня, але плейліст просто вогонь.
Could you pick up some groceries on your way home?	Можеш заїхати за продуктами по дорозі додому?
I finally beat the boss level after three tries.	Я нарешті пройшов босса на останньому рівні після трьох спроб.
Do you want to watch a documentary about space tonight, or play something else?	Хочеш сьогодні ввечері подивитися документалку про космос, чи пограти в щось інше?
The train is late again; I’m gonna miss my connecting bus.	Поїзд знову запізнюється; я пропущу свій пересадковий автобус.
That spicy ramen was a challenge, but I'm craving more.	Цей гострий рамен був випробуванням, але я хочу ще.
Could you grab the milk on your way home? We're out.	Чи можеш взяти молоко по дорозі додому? У нас його більше немає.
I spilled coffee on my laptop, of course.	Я розлила каву на ноутбук, звісно.
That new indie game is incredibly addictive; I can't put it down.	Ця нова інді-гра надзвичайно затягує, я не можу відірватися.
The new project is a total drag, but we somehow have to finish it.	Новий проєкт — повна морока, але якось треба його закінчити.
I can't find my keys anywhere; I swear I left them in the gym locker.	Не можу знайти ключі ніде — клянусь, я залишив їх у шафці спортзалу.
Is this the right bus to the airport, or am I totally lost?	Чи цей автобус їде до аеропорту, чи я взагалі загубився?
These sneakers are trash, they feel cheap.	Ці кросівки — повна лажа, вони відчуваються дешевими.
That stand-up show last night was hilarious, I couldn't stop laughing.	Учора ввечері на стендап-шоу було до сліз смішно, я не міг перестати сміятися.
I just fixed a flat tire on the way home and I'm exhausted.	Я щойно виправив прокол шини по дорозі додому, і дуже втомився.
That movie was a total waste of time; I want my evening back.	Цей фільм — повна трата часу; я хочу повернути свій вечір.
Could you drop the kids off at the park and pick up some bread on the way home?	Чи можеш підвезти дітей до парку та купити хліб по дорозі додому?
I'm starving, let's grab some sushi and catch a game.	Я голодний, давай з'їмо суші та подивимось матч.
I can't believe my phone died right before the concert; those vibes were insane.	Не можу повірити, що мій телефон сів прямо перед концертом; атмосфера була просто неймовірна.
The train is delayed again; I’m sprinting to catch the last bus.	Поїзд знову затримується; я мчу, щоб встигнути за останнім автобусом.
Can you drop that report on my desk before lunch? I'm swamped.	Чи можеш покласти той звіт на мій стіл до обіду? Я зараз завалений справами.
This app keeps crashing every time I open it.	Ця програма постійно зависає кожного разу, коли її відкриваю.
I tried a new noodle recipe and it turned out amazing.	Я спробував новий рецепт локшини, і вийшло просто супер.
Nice of you to finally reply after three days.	Класно з твоєї сторони, що ти нарешті відповів через три дні.
Damn, I can't believe I forgot my keys again.	Бляха, не можу повірити, що знову забув ключі.
Do you want to try that new ramen place tonight?	Хочеш сьогодні ввечері зайти в той новий рамен-бар?
I'm stuck in traffic and my train leaves in ten minutes.	Я застряг у пробці, а потяг відходить через десять хвилин.
Could you help me pick out a birthday gift for mom?	Можеш допомогти вибрати подарунок на День народження для мами?
That live concert last night was insane, the crowd went wild.	Учора на живому концерті було безумно круто — натовп зірвався на біс.
Whoa, that plot twist in the movie blew my mind!	Ого, такий поворот сюжету у фільмі мене просто збив з ніг!
This download is dragging on forever; the progress bar is lying to me.	Це завантаження тягнеться вічність; прогрес-бар мене обманює.
Stop treating me like a kid and listen to my idea.	Перестань поводитися зі мною як із дитиною і вислухай мою ідею.
I found a really cool street food stall selling dumplings.	Я знайшов дуже крутий кіоск з вуличною їжею, де продають пельмені.
If we miss the train, we'll grab a taxi and blame the timetable.	Якщо пропустимо поїзд, візьмемо таксі та звинуватимемо розклад.
The flight got delayed again, what a nightmare.	Рейс знову затримується — який же жах.
I crushed it in today's presentation, the boss actually noticed.	Я круто впорався з сьогоднішньою презентацією — шеф справді звернув увагу.
This ramen is fire, add more chili!	Цей рамен — просто вогонь! Додай ще перцю чилі.
My charger finally died; I need a new one.	Моя зарядка нарешті зламалася; потрібна нова.
Let's go hiking this weekend; the view from the summit is amazing.	Ходімо в похід цього вікенду — з вершини відкривається неймовірний краєвид.
These trains are always late.	Ці потяги завжди запізнюються.
Could you help me figure out this app?	Чи можеш допомогти розібратися з цим додатком?
I miss you more than coffee.	Я сумую за тобою більше, ніж за кавою.
This week I started taking tennis lessons.	Цього тижня я почав брати уроки з тенісу.
This spicy ramen is killing me, but I can't stop eating it.	Цей гострий рамен мене вбиває, але я не можу зупинитися.
My boss wants me to finish this report by the end of the day.	Мій босс хоче, щоб я закінчив цей звіт до кінця дня.
This DIY project is driving me nuts, I can't find the right screws.	Цей саморобний проект зводить мене з розуму — не можу знайти потрібні гвинти.
Did you catch the game last night? That comeback was insane!	Ти дивився матч учора ввечері? Камбек був неймовірний.
Can you grab me a cheap dessert on your way home from work?	Можеш принести мені якийсь дешевий десерт по дорозі додому з роботи?
I just started learning to play the guitar, and my fingers hate me.	Я щойно почав вчитися грати на гітарі, а пальці мене ненавидять.
That game last night was insane, I screamed at the TV.	Та гра минулої ночі була неймовірна — я кричав на екран телевізора.
Believe it or not, this vending machine ate my card again.	Уявляєш, цей автомат знову з’їв мою карту?
I finally figured out how to fix the printer, and I'm not convinced it's saving me time.	Нарешті розібрався, як полагодити принтер, але не впевнений, що це заощаджує мені час.
Packing for a weekend trip, I can't decide between casual sneakers and hiking boots.	Збираю речі на вихідні в подорож, не можу вирішити, чи взяти кросівки, чи походні черевики.
Stop scrolling and talk to me, I miss you.	Припини гортати стрічку й поговори зі мною, я сумую за тобою.
Damn, I missed the last bus again.	Блін, я знову пропустив останній автобус.
The neighbor's dog won't stop barking at 3 a.m.—I'm losing it.	Пес мого сусіда не перестає гавкати о третій годині ночі — я вже з розуму зійшов.
I finally fixed my old bike using duct tape on a broken part—don't tell mom.	Я нарешті полагодив свій старий велосипед скотчем на зламаній частині — мамі не розповідай.
So you're telling me the movie was filmed in my hometown? Не може бути!	Так ти кажеш, що фільм знімали у моєму рідному місті? Не може бути!
My GPS died mid-hike and I got totally lost.	Мій GPS помер під час походу, і я загубився.
Damn, I misread the map and walked in the wrong direction for miles.	Чорт забирай, я неправильно прочитав карту й пішов не туди на кілька кілометрів.
Anyone up for a late-night drive to clear my head?	Хто хоче покататися пізно ввечері, щоб трохи розвіятися?
I'm not mad, I'm just disappointed in how things turned out.	Я не злий, просто розчарований тим, як усе склалося.
That new indie game is trash, but somehow I can't stop playing it.	Ця нова інді-гра — повна фігня, але чомусь не можу зупинитися.
Are you sure this is the right recipe for gluten-free pasta?	Ти впевнений, що це той рецепт пасти без глютену?
I burned dinner again, and the smoke alarm started blaring.	Я знову спалив вечерю, і димова сигналізація почала пищати.
Do you really think you can outrun the bus?	Ти дійсно думаєш, що зможеш випередити автобус?
That movie was a hilarious waste of two hours.	Цей фільм — справжня марна трата двох годин.
Could you grab me a bottle of water on your way back?	Можеш захопити мені пляшку води по дорозі назад?
I shipped a new update to the app and it's got some nasty bugs.	Я випустив нове оновлення для застосунку, і там купа багів.
That deadline is looming, and the boss is breathing down my neck.	Цей дедлайн насувається, а шеф дихає мені в потилицю.
Can you believe the train was late again, I'm gonna miss my connection.	Уявляєш, поїзд знову запізнився, і я пропущу пересадку.
I found these sneakers for half price, should I buy them or not?	Я знайшов ці кросівки за півціни — купувати їх чи ні?
Honestly, your playlist slaps.	Чесно кажучи, твій плейлист топчик.
This app keeps crashing, and I can't finish my work.	Цей додаток постійно падає, і я не можу закінчити роботу.
The boss threw in a joke during the meeting, and nobody laughed.	Шеф вставив жарт під час наради, і ніхто не засміявся.
I've got two hours to kill before the flight, so I'm grabbing a bite at the airport.	У мене є дві години, щоб убити час до вильоту, тож перекушу в аеропорту.
That new gym class is brutal but addictive.	Новий клас у спортзалі жорсткий, але затягує.
Did you see the meme my friend sent me? It's hilarious.	Ти бачив мем, який мені надіслав друг? Він смішний.
I spilled red wine on the carpet last night—great start to the weekend.	Вчора пролив червоне вино на килим — гарний початок вихідних.
That new indie game is a total blast, I can't stop playing it.	Ця нова інді-гра — суцільний кайф, не можу відірватися від неї.
Hey, did you just ghost me again or are you actually busy?	Ей, ти знову зник з радарів, чи ти справді зайнятий?
I spilled coffee on my shirt at breakfast, and now my boss is going to kill me.	Я розлив каву на сорочку під час сніданку, і тепер шеф мене просто вб'є.
Can you help me assemble this IKEA wardrobe? The instructions look like a puzzle.	Чи можеш допомогти з цією шафою від IKEA? Інструкція виглядає як головоломка.
The gym was packed, so I just did pushups in the park.	Зал був переповнений, тож я зробив віджимання в парку.
The boss just dropped a last-minute deadline on us, and I'm freaking out.	Бос щойно кинув на нас дедлайн в останню хвилину, і я схожу з розуму.
I can't find my phone anywhere; have you seen it?	Не можу знайти свій телефон ніде — ти його бачив?
Is this train heading to the city center, or am I on the wrong line?	Цей потяг їде до центру міста, чи я сідаю не туди?
I bargained for hours and still got ripped off.	Я торгувався годинами, а все одно здерли з мене гроші.
I finally beat that boss level after hours of grinding.	Я нарешті переміг цього боса після годин фарму.
I might have bitten off more than I can chew with this project.	Мабуть, я взявся за цей проєкт занадто багато й не зможу з ним впоратися.
The cat knocked over the plant again; now the rug smells like basil.	Кіт знову перекинув горщик із рослиною; тепер килим пахне базиліком.
I snagged the last pair of sneakers in my size online.	Я зловив останню пару кросівок свого розміру онлайн.
This workout kicked my butt, but I’m buzzing with energy now.	Це тренування мене реально вибило, але зараз відчуваю шалений приплив енергії.
I'm allergic to almonds, so please skip them in the dessert.	У мене алергія на мигдаль, тож будь ласка, не додавайте його до десерту.
Yo, that game was wild!	Йо, та гра була просто шалена!
Could you send the report by EOD? We're chasing a tight deadline.	Чи можеш надіслати звіт до кінця дня? Ми маємо дуже стислий термін.
I missed the bus again, just my luck.	Я знову пропустив автобус — таке моє нещастя.
This app keeps crashing every time I try to upload a photo.	Цей додаток постійно падає, коли намагаюся завантажити фото.
I just bought online a new guitar amp and I'm in total awe — can't wait to test it out.	Я щойно купив онлайн новий гітарний підсилювач, і я просто в захваті — не можу дочекатися, щоб випробувати його.
That quarterly report is a nightmare, I can't believe the numbers.	Цей квартальний звіт — справжній кошмар, не можу повірити цим цифрам.
Is there a subway line that won't take forever to get to the stadium?	Чи існує така лінія метро, яка не займе вічність, щоб дістатися до стадіону?
I miss you more than I thought, and I'm not doing great without you.	Я сумую за тобою більше, ніж думав, і без тебе мені вже не дуже добре.
That glitch in the app is pissing me off, restart it already.	Цей глюк у додатку мене бісить, перезапусти його вже.
Grab a slice of that pizza, it's bomb.	Хапай шматок тієї піци, це просто бомба.
Nice ride!	Класна тачка!
I got totally lost trying to find the bike rental shop, and I had to ask a grandma for directions.	Я повністю заблукав, намагаючись знайти пункт прокату велосипедів, і довелося запитати дорогу у бабусі.
Sure, take your time—I've got a deadline breathing down my neck.	Звичайно, не поспішай — у мене дедлайн на носі.
This hoodie is trash, but the price is lit.	Це худі — повна лажа, але ціна — огонь.
I finally nailed that tricky guitar riff after hours of practice.	Я нарешті освоїв той складний гітарний риф після годин практики.
That detour totally paid off—the sunset over the mountains was unreal.	Цей об'їзд повністю виправдав себе — захід сонця над горами був неймовірний.
What the heck is this app doing? It keeps crashing every minute.	Що за фігня з цією програмою? Вона зависає кожну хвилину.
Can you lend me five bucks? I'm broke until Friday.	Можеш позичити п'ять баксів? Я без грошей до п'ятниці.
That gym playlist hits different after a hard workout.	Цей плейліст у залі звучить по-іншому після важкого тренування.
I finally snagged tickets for that indie show next month.	Я нарешті дістав квитки на той інді-шоу наступного місяця.
This app is such a hassle, it keeps crashing every five minutes.	Цей додаток такий геморой, він крашиться кожні п'ять хвилин.
Hey, could you drop me off at the gym on your way home?	Гей, можеш підкинути мене до спортзалу по дорозі додому?
I aced my final exam, and now I'm celebrating with burritos.	Я відмінно здав фінальний іспит, тепер святкую буріто.
The football match was brutal, and the ref owed us a couple of calls.	Матч з футболу був жорстким, а суддя кілька разів ухвалив рішення не на нашу користь.
Could you ship it to me faster? I need it before the weekend.	Можеш вислати мені швидше? Мені потрібен до вихідних.
That gym membership is a pain in the ass.	Цей абонемент у зал — суцільний геморой!
Can you recommend a cheap hostel near the old town?	Чи можеш порадити дешевий хостел поблизу старого міста?
We’re short on staff today, can you cover my shift?	У нас сьогодні бракує персоналу — можеш прикрити мою зміну?
I finally finished the new season of that show — it wrecked me.	Я нарешті закінчив новий сезон того серіалу — він мене добив.
That hiking trail on the map looked easy, but in reality it kicked my ass.	Цей пішохідний маршрут на мапі здався легким, але насправді добив мене.
That project is a nightmare, but we gotta push through.	Цей проєкт — справжній кошмар, але ми мусимо довести його до кінця.
Did you actually binge-watch that new series last night?	Учора вночі ти справді запойно переглянув той новий серіал?
I missed my train because I stopped for snacks.	Я пропустив поїзд, бо зупинився перекусити.
These shoes are comfy, but every step squeaks.	Ці кросівки зручні, але кожен крок скрипить.
If the app crashes again, I'm uninstalling it for good.	Якщо ця програма знову ламається, я її назавжди видалю.
I sprinted to catch the bus, but it pulled away right as I got to the stop.	Я помчався до зупинки, щоб наздогнати автобус, але він рушив як тільки я дістався зупинки.
That jacket is a total rip-off, I’m not paying that much.	Ця куртка — повний розвод: за такі гроші платити не буду.
Could you push the deadline by a day? We’re behind and I’m swamped.	Можеш перенести дедлайн на один день? Ми відстаємо, а я завалений роботою.
The gym is packed tonight, I can’t stand the crowds.	Сьогодні в спортзалі аншлаг, не можу терпіти такий натовп.
What the heck is going on with this app? It keeps crashing.	Що за фігня коїться з цим додатком? Він постійно зависає.
I left the meeting early because my laptop froze again.	Я пішов з наради раніше, бо знову завис ноутбук.
That new game finally hooked me; I can't stop playing.	Та нова гра нарешті зачепила мене; не можу відірватися.
When you’re heading home, grab me a taxi, please.	Коли будеш їхати додому, злови для мене таксі, будь ласка.
The spicy ramen at that street stall wrecked my tongue in the best way.	Гостра рамен у тому вуличному кіоску зіпсувала мені язик, але було неймовірно смачно.
Could you lend me your charger? My phone's at 2% and I hate being tethered to a wall.	Можеш позичити свою зарядку? Мій телефон має лише 2%, і я не люблю бути прив’язаним до розетки.
The quarterly report is due next Friday, and I'm freaking out.	Звіт за квартал повинен бути готовий наступної п’ятниці, і я панікую.
Seriously, can you help me move this couch or not?	Серйозно, можеш допомогти перенести цей диван чи ні?
The train has left, and I'm stuck at the platform with a coffee stain on my shirt.	Потяг вже пішов, і я застряг на платформі з кавовою плямою на сорочці.
I finally hit the gym after a week of excuses.	Я нарешті пішов у спортзал після тижня відмовок.
That new update totally wrecked my phone's battery.	Це оновлення повністю зіпсувало батарею мого телефону.
That new app is a nightmare.	Та нова апка — суцільний кошмар.
Are we there yet?	Чи ми вже дісталися?
Can you send that report by today?	Можеш надіслати той звіт до кінця дня?
I miss you more than coffee in the morning.	Я сумую за тобою більше, ніж за кавою зранку.
Those sales are tempting me; I can't walk past without buying something.	Ці розпродажі манять мене — не можу пройти повз і щось купити.
The train got delayed again, and I missed the start of the game.	Поїзд знову затримався, і я пропустив початок матчу.
Are you sure you want to risk this old laptop, or should we buy a new one?	Ти впевнений, що хочеш ризикувати з цим старим ноутбуком, чи краще купимо новий?
This smoothie is actually amazing, whoever made it deserves a medal.	Цей смузі насправді смачний, тому той, хто його зробив, заслуговує на медаль.
Have you seen the trailer for the new sci-fi movie? It looks insane.	Ти бачив трейлер до нового науково-фантастичного фільму? Він виглядає шалено.
Could you pick up some groceries on your way home, please?	Можеш заїхати за продуктами по дорозі додому, будь ласка?
I spilled coffee on my shirt right before a meeting.	Я розлив каву на сорочку прямо перед зустріччю.
The metro was packed; I had to elbow my way through.	Метро було переповнене; довелося протискуватися.
I started learning guitar yesterday and my fingers already hurt.	Учора я почав вчитися грати на гітарі, і пальці вже болять.
The price tag said 299, but the cashier charged 399.	Етикетка була 299, а касир нарахував 399.
Wanna check out that new indie band this weekend?	Хочеш піти цього вік-енду на той новий інді-гурт?
I messed up the presentation again; can you fix it before the client meeting?	Я знову накосячив із презентацією; можеш виправити її до зустрічі з клієнтом?
The wifi at this cafe is hopeless; I can barely load a page.	Wi‑Fi у цьому кафе жахливий — я ледь завантажую сторінку.
Hey, quick favor: grab the ice cream from the store on your way home?	Швидке прохання: зможеш заскочити за морозивом у магазині по дорозі додому?
That gym class was brutal, but I feel amazing after it.	Цей тренувальний урок у залі був жорстким, але після нього я відчуваю себе неймовірно.
That new video game is chaos; I can't stop playing.	Та нова відеогра — справжній хаос; не можу зупинитися грати.
The train left without me again; I swear these platforms are cursed.	Знову потяг пішов без мене; клянусь, ці платформи прокляті.
Can you send me that report by end of day? I'm counting on it.	Можеш надіслати той звіт до кінця дня? Я на ньому розраховую.
Stop being such a jerk and help me out here!	Перестань бути таким мудаком і допоможи мені тут!
I ordered a hoodie from that online marketplace last night.	Учора ввечері я замовив худі на тому онлайн-маркетплейсі.
What do you think about trying a new spicy ramen place tonight?	Що скажеш, якщо сьогодні ввечері зайдемо у нове місце з гострим раменом?
Damn, I forgot my umbrella again.	Бляха, я знову забув парасолю.
That playlist at the gym hits different when you actually work out.	Той плейлист у спортзалі звучить зовсім по-іншому, коли ти дійсно тренуєшся.
Could you help with this crash in the code?	Можеш допомогти зі збоєм у коді?
I'm swimming laps to clear my head after a long day.	Я плаваю кілька кіл, щоб очистити думки після важкого дня.
Let's grab a bite at that noodle place you recommended.	Давай перекусимо в тому місці з локшиною, яке ти порекомендував.
I missed the bus again, typical Monday chaos.	Я знову пропустив автобус — класика понеділка.
Can you lend me 20 bucks until Friday? I'll pay you back.	Можеш позичити мені 20 баксів до п'ятниці? Я поверну.
That movie was garbage, but I couldn't look away.	Той фільм був повний відстой, але я все одно не міг відвести очей.
Riding a bike through the city at dawn felt magical.	Було казково їхати велосипедом містом на світанку.
Can you believe this stadium finally sold out? I'm shocked.	Уявляєш, стадіон нарешті розкупили квитки — я в шоці.
I completely messed up the presentation this morning, and now I'm scrambling to fix it.	Я повністю зіпсував презентацію сьогодні вранці, і тепер мчу виправляти її.
Why does your cat stare at the wall like it's about to reveal the meaning of life?	Чому твій кіт так дивиться на стіну, ніби зараз розкриє сенс життя?
I'm stuck in this ridiculous security line at the airport and I left my coffee at home.	Я застряг у цій дурній черзі на контроль в аеропорту, а каву залишив вдома.
Those fries were amazing, but the burger was a total disappointment.	Ця картопля-фрі була неймовірна, але бургер повністю розчарував.
Can you believe she bailed on the plan last minute and left me to handle it alone at the concert?	Уявляєш, вона в останню хвилину зірвала плани й залишила мене розрулити все самотужки на концерті.
That skate trick was insane!	Цей трюк із скейтбордом був неймовірний!
Just burned the toast again, lol.	Я знову спалив тост, лол.
Found a killer deal on avocados today.	Сьогодні знайшов супер вигідну акцію на авокадо.
Miss you more than I care to admit.	Я сумую за тобою більше, ніж хочу зізнатися.
Why does my playlist keep switching to sad songs?	Чому мій плейліст постійно перемикається на сумні пісні?
That presentation tonight is killing me.	Ця сьогоднішня презентація мене вбиває.
Could you tidy up this mess before mom gets home?	Чи можеш прибрати цей бардак, поки мама повернеться?
The train leaves in ten minutes, hurry up!	Поїзд відходить через десять хвилин, поспішай!
I can't decide between the red dress and the blue one.	Я не можу вирішити між червоним платтям та синім.
The movie was amazing, I want to watch it again.	Цей фільм був неймовірний, я хочу переглянути його знову.
Damn, this bus ride is brutal.	Бляха, ця поїздка в автобусі просто нестерпна.
I didn't order that, stop charging me for things I didn't buy.	Я цього не замовляв. Припини списувати гроші за речі, яких я не купував.
Are you sure this app won't melt my battery?	Ти впевнений, що цей додаток не зжере мій акумулятор?
Let's grab some street food to mix it up.	Давай з'їмо щось із вуличної їжі, щоб розбавити день.
I found a goofy glitch in the game last night and I can't stop laughing about it.	Учора ввечері натрапив на кумедний глюк у грі, і не можу перестати сміятися.
That gym playlist bangs every time I work out.	Та плейліст у залі реально качає кожного разу, коли тренуюсь.
I missed my train again because of the security line.	Я знову пропустив поїзд через чергу на контроль безпеки.
My manager dropped a surprise deadline and now we're sprinting.	Мій менеджер поставив несподіваний дедлайн, і тепер ми бігаємо в режимі спринту.
The Wi‑Fi is acting up again; can you send that file later?	Інтернет знову глючить; можеш надіслати той файл пізніше?
If you keep flirting with my sister, we're done.	Якщо ти далі фліртуєш із моєю сестрою, ми розіймемося.
I spilled coffee all over my laptop and now it won't turn on.	Я розлила каву на ноутбук, і тепер він не вмикається.
That new movie was actually worth the hype; I cried at the sad scene.	Той новий фільм насправді виправдав очікування — я заплакав під час сумної сцени.
Could you pick up some groceries on your way home?	Можеш заїхати за продуктами по дорозі додому?
I'm trying to learn to cook more adventurous stuff, any tips?	Я намагаюся вчитися готувати щось сміливіше; маєш поради?
The next match is at 7 pm and the stadium is packed.	Наступний матч — о 19:00, стадіон аншлаг.
I swore I'd never buy gadgets from that brand again.	Я клявся, що більше ніколи не куплю гаджети цієї марки.
Can you believe how long security took at the airport?	Хіба ти можеш повірити, як довго тривала перевірка безпеки в аеропорту?
That workout was brutal, but I felt amazing afterward.	Це тренування було жорстким, але після нього я відчував себе просто прекрасно.
Don't freak out, but the Wi‑Fi is down at the hotel.	Не панікуй, але в готелі Wi‑Fi не працює.
I'm really into indie games lately; the soundtrack is amazing.	Останнім часом я дуже захоплююся інді-іграми; саундтрек просто кайф.
Shipping just got delayed again; I need this by Friday.	Доставка знову затримується; мені потрібно це до п'ятниці.
That indie game soundtrack slaps, I can't stop listening.	Цей саундтрек з інді-ігри просто топчик, не можу перестати слухати.
Could you grab me a coffee on your way back?	Зроби мені кави, коли повернешся.
My camera app keeps crashing whenever I try to take videos.	Додаток камери постійно вилітає, коли я намагаюся зняти відео.
Pack your bags, we're heading to the coast for the weekend.	Хапай валізи, на вихідні вирушаємо до узбережжя.
The new boss at work is a total pain in the ass.	Новий бос на роботі — справжня мука.
