source	target
Завтра йдемо на концерт "Океан Ельзи" на Майдані — беріть теплі куртки, бо буде холодно.	Zajtra ideme na koncert „Okean Elzy“ na Majdane — vezmite si teplé bundy, lebo bude zima.
Та фігня.	To je hovadina.
Ти сьогодні приїдеш на посиденьки біля Дніпра о сьомій?	Prídeš dnes na posedávanie pri Dnepri o siedmej?
Він продав душу дияволу, аби піднятися по кар'єрних сходах.	Predal dušu diablovi, aby sa vyšplhal po kariérnom rebríku.
Оце шо, блін, знову ця шняга від провайдера — вночі світло пропадає і нічого не працює.	No čo, do riti, zase táto sračka od providera — v noci nám vypadáva elektrina a nič nefunguje.
Замовив на Rozetka набір для шашлику — замовлення №UA-2026-555. Хто приходить у вихідні?	Objednal som na Rozetka grilovací set — objednávka č. UA-2026-555. Kto príde cez víkend?
Та ну нафіг.	Do riti s tým.
Я в шоці, як ця бабця на базарі вміла торгуватись, та ще й вистрелила ціною, що мені аж соромно стало.	Som v šoku, ako tá babka na trhu vedela vyjednávať, a ešte mi strelila cenu tak, že som sa až zahanbil.
Хочеш після роботи зустрітись біля хати на Подолі і запасти шаурму?	Chceš sa po práci stretnúť pri dome na Podole a dať si šaormu?
Це повний пиздець, інтернет впав вночі — пропустив важливий дзвінок.	To je totálny pizdec: v noci vypadol internet a ja som zmeškal dôležitý hovor.
Завтра йдемо в Карпати, візьмеш спальник?	Zajtra ideme do Karpát, vezmeš spacák?
Та ну, да ти що!	No daj, fakt?
Я бісуюсь, ці, блядь, сусіди знову вночі шумлять.	Som nasratý, tí zasraní susedia zase v noci robia hluk.
Ти з глузду з'їхав? Ми ж домовлялись!	Si zblbol? Veď sme sa dohodli!
Заходь завтра в київську кав'ярню 'Штука' — там найкраща кава і безкоштовний вайфай, тільки імей на увазі, що паркування біля Майдану коштує як два обіди.	Zajdi zajtra do kyjevskej kaviarne 'Štuka' — majú tam najlepšiu kávu a bezplatné Wi‑Fi, len maj na pamäti, že parkovanie pri Majdane stojí ako dva obedy.
Бля, я забув паcпорт, куди йти?	Do riti, zabudol som pas, kam ísť?
Та ну, блін.	No daj, do riti.
Не парся, усе буде норм.	Nerob si starosti, všetko bude v pohode.
Ти справді думаєш, що після двох років у чужій країні я повернуся додому так просто?	Naozaj si myslíš, že po dvoch rokoch v cudzej krajine sa len tak vrátim domov?
Зайди сьогодні в Novus, куплю сальця і зроблю борщ — приходь о шостій.	Zajdi dnes do Novus, kúpim slaninu a urobím boršč — príď o šiestej.
Сьогодні я зійшов з лівої ноги — все валиться з рук, блін!	Dnes som vstal zlou nohou — všetko mi padá z rúk, do riti!
Та йдіть ви!	No choďte do riti!
Вона взяла мене під крило і навчила всьому, що потрібно.	Vzala ma pod svoje krídla a naučila ma všetkému, čo potrebujem.
Куди б ти пішов у Львові вночі, щоб знайти найсмачнішу каву та найкрутішу шаурму?	Kam by si šiel v Ľvove v noci, aby si našiel najchutnejšiu kávu a najlepšiu šaormu?
Я так обісрався від цього проєкту — начальство перекладає всі проблеми на мене, а я тут зовсім один і без підтримки.	Som z tohto projektu totálne v prdeli — vedenie mi hádže všetky problémy na plecia a ja som tu úplne sám a bez podpory.
Зустрінемось на Андріївському узвозі біля художника о 18:00 — замовлення для галереї №246.	Stretneme sa na Andrijivskom uzvize pri maliarovi o 18:00 — objednávka pre galériu č. 246.
Та ну, серйозно?	No vážne?
Мені вже пофіг на всю цю бюрократію, серйозно.	Kašlem na celú túto byrokraciu, fakt.
Зустрічаємось на Контрактовій площі біля фонтану, а потім зайдемо в 'Пузату хату' на вареники.	Stretneme sa na Kontraktovej námestí pri fontáne a potom zájdeme do 'Puzata Hata' na varenyky.
Та я кинув то діло ще місяць тому — вся та історія мене дістала до чортиків.	S tým som skončil už pred mesiacom — tá celá historka ma vytočila do riti.
Пішли сьогодні ввечері на футбол на Олімпійський, я купив квитки через Ticketone, перевір пошту.	Poďme dnes večer na futbal na Olympijský štadión, kúpil som lístky cez Ticketone, skontroluj email.
Та ну, куме!	No daj, kámo!
Де, бля, мої кросівки? Я вже спізнююсь на маршрутку.	Kde, do riti, sú moje tenisky? Už meškám na mikrobus.
Мене це вже дістає до печінок — хочу взяти відпустку на тиждень.	Mám z toho už plné zuby — chcem si vziať týždeň dovolenky.
Замовив борщ у «Козача хата» через Bolt Food, замовлення №31415.	Objednal som boršč z reštaurácie 'Kozácka chata' cez Bolt Food, objednávka č. 31415.
Чув, торік на весіллі у сватів був такий заміс, що потім поліцію викликали, а дідусь налетів на DJа з кувалдою — сміялись потім тиждень.	Počul si, minulý rok na svadbe u svokrovcov bol taký rozruch, že museli volať políciu a dedko sa vrhol na DJ-a s kladivom — smiali sme sa z toho ešte celý týždeň.
Йой, зашквар.	Joj, to je trapas.
Куди подів мою кружку, чорт забирай?	Kde je môj hrnček, do riti?
Я по вуха в роботі, не встигаю навіть поїсти.	Som po uši v práci, nestíham sa ani najesť.
Ввечері йдемо на концерт Океану Ельзи в Києві — купив квитки до фан-сектору.	Večer ideme na koncert Okean Elzy v Kyjeve — kúpil som lístky do fan-sektoru.
Та це якась повна шиза, начальник знову перекинув на мене всю дурню, а я ледве тямлю, що роблю.	To je úplná šialenosť, šéf mi zas naložil všetku kravinu a ja sotva viem, čo robím.
Та ну!	No to nie!
Я так задовбався з цим проектом, повинен це кинути.	Už mám z tohto projektu úplne po krk, mal by som to hodiť za hlavu.
Ти йдеш на Андріївський узвіз сьогодні ввечері?	Pôjdeš dnes večer na Andrijivskij uzviz?
Краще помру, ніж піду на ту дурну зустріч з батьками.	Radšej zomriem, než pôjdem na tú blbú schôdzku s rodičmi.
Збираємося у 'Пузатій хаті' о сьомій, приходь.	Stretávame sa v reštaurácii 'Puzata Hata' o siedmej, príď.
Та ну, не парся.	No daj, nerieš to.
Куди, бляха, подівся мій гаманець?	Kde sa, do riti, podela moja peňaženka?
Вона зійшла з котушок, коли дізналася про зарплату.	Zbláznila sa, keď sa dozvedela o výplate.
Замовив таксі через Bolt, водій приїхав за три хвилини й каже: 'Я біля станції метро "Лісова".'	Objednal som taxi cez Bolt, vodič prišiel za tri minúty a hovorí: 'Som pri stanici metra "Lisova".'
Я в шоці — очі на лоба лізуть: не очікував, що в Києві можна знайти хостел за 200 гривень.	Som v šoku — mám oči navrch hlavy: nečakal som, že v Kyjeve nájdem hostel za 200 hrivien.
Та ну, фігня.	No to je blbosť.
Ей, ти куди, бля, подів мій телефон?	Hej, kam si, kurva, dal môj telefón?
Я в захваті: сьогодні на Андріївському узвозі такі класні вінтажні книжки знайшов.	Som nadšený: dnes na Andrijivskom uzvaze som našiel také skvelé vintage knihy.
Та це дрібниця — не треба з мухи слона робити.	To je len drobnosť — netreba z múchy robiť slona.
Замовив борщ у "Сало і Пампушка" на Подолі, доставили за 40 хвилин.	Objednal som boršč v "Salo i Pampushka" na Podole, doručili za 40 minút.
Та ну, це капець.	No né, to je prúser.
Ти бачив, як Петро застряг у пробці біля Майдану через ремонт дороги?	Vidíš, ako Peter uviazol v zápche pri Majdane kvôli oprave cesty?
Чесно, мене вже дістав цей хуєвий начальник.	Úprimne, už ma fakt dostal ten zasraný šéf.
Йой, заціні!	Joj, mrkni na to!
Замовив телефон на Rozetka, замовлення №A12345, доставлять завтра.	Objednal som telefón na Rozetka, objednávka č. A12345, doručia to zajtra.
Та ну, знову затори.	Do riti, zase zápchy.
На роботі так завалено паперами, що я не бачу лісу за деревами.	V práci mám toľko papierov, že nevidím les pre stromy.
Хто, до біса, вкрав мої ключі? Я о 8 ранку маю бути на зустрічі.	Kto, do riti, ukradol moje kľúče? O ôsmej ráno musím byť na stretnutí.
Замовив у Raketa борщ, вареники та пляшку узвару. Замовлення №4512.	Objednal som cez Raketa boršč, varenyky a fľašu uzvaru. Objednávka č. 4512.
Це повний піздець, я більше так не витримаю — треба брати відпустку.	To je totálny prúser, už to viac nevydržím — musím si vziať dovolenku.
Та ну!	No to fakt nie!
Чувак, давай завтра о 19:00 біля Андріївського узвозу, ок?	Čoveče, stretneme sa zajtra o 19:00 pri Andrijivskom uzvize, ok?
Я вже так задовбався від цієї бюрократії, що готовий усе кинути й поїхати на Захід.	Už ma tá byrokracia totálne dorazila; som pripravený to všetko hodiť za hlavu a odísť na Západ.
Хто мені зараз пояснить, як оформити субсидію через Дію?	Kto mi teraz vysvetlí, ako si vybaviť príspevok na bývanie cez Diia?
Та блін, знову проспав і пропустив маршрутку!	Do riti, zase som zaspal a zmeškal maršrutku!
Блін, знову трафік.	Do riti, zase zápcha.
Куди поділася моя чашка? Я ж її лишив на столі.	Kam sa podel môj hrnček? Veď som ho nechal na stole.
В нього золоті руки — може з будь-чого зробити бізнес.	Má zlaté ruky — z ničoho dokáže urobiť biznis.
Я так засрався перед презентацією, ледве дихав.	Tak som sa posral pred prezentáciou, sotva som dýchal.
Замовив лате в «Світ Кави», бариста приготував його на очах і дав без цукру — справжній профі.	Objednal som latte v „Svet Kávy“, barista mi ho pripravil priamo pred očami a dal bez cukru — pravý profík.
Та ні, фігня.	No nie, to je sračka.
Чувак, ти бачив, як Боб вирубився після тієї вечірки?	Človeče, videl si, ako Bob po tom večierku odpadol?
Ця робота — як кістка в горлі: не можу її позбутися вже місяць.	Táto práca mi je ako trn v päte: už mesiac sa jej nemôžem zbaviť.
Замовив суші з «SushiYa», трек-номер 123456789, приїде завтра.	Objednal som sushi z „SushiYa“, sledovacie číslo 123456789, príde zajtra.
Та до біса той Київстар, знову немає інтернету на Подолі!	Do riti ten Kyivstar, zase nie je internet na Podile!
Та ну, не роби дурня.	No daj, nerob blbosti.
Куди поділися мої черевики? Я їх тут же залишив!	Kde sa stratili moje topánky? Veď som ich predsa nechal práve tu!
Замовив вареники в бабусі — смакота, 5/5.	Objednal som pirohy od babky — mňamka, 5/5.
Я так задовбався від цього бісового графіка, що готовий звільнятися будь-якої хвилини.	Už ma totálne sere ten zasraný rozvrh, som pripravený kedykoľvek dať výpoveď.
Та ну її в шию.	Do prdele s ňou.
Блін, знову запізнився на маршрутку.	Kurňa, zas som meškal na maršrutku.
Він завжди думає, що світ крутиться навколо нього.	On si stále myslí, že sa svet točí len okolo neho.
Та ну його, ця хрінь мене дістала!	Do riti, táto sračka ma už poriadne štve!
Можеш підвезти мене? Я їду до Оперного, концерт починається о восьмій.	Môžeš ma doviezť? Idem k Opere, koncert začína o ôsmej.
Зустрічаємось біля пам'ятника Шевченку о шостій, я в синій куртці і принесу трохи сала з часником.	Stretneme sa pri pamätníku Ševčenka o šiestej, budem v modrej bunde a prinesiem trochu salo s cesnakom.
Чувак, та воно тупо не працює.	Čoveče, to proste nefunguje.
Де мої ключі, бля?	Kde sú moje kľúče, do riti?
Вона з ним наче в одному човні.	Zdá sa, že s ním je v jednej lodi.
Замовив борщ у тій крихітній крамниці на Подолі, і він виявився просто божественний.	Objednal som boršč v tom malom obchodíku na Podole a bol jednoducho božský.
Я такий щасливий — здається, світ нарешті повернувся на краще.	Som taký šťastný — zdá sa, že svet sa konečne obrátil k lepšiemu.
Та ну, не вірю.	No ne, neverím tomu.
Куди поділася моя карта Monobank?!	Kde sakra je moja karta Monobank?!
Це не моя чашка чаю, можеш сам брати.	To nie je moja šálka čaju, kľudne si ju vezmi.
Завтра йдемо в 'Криївку' біля площі Ринок — збираємось о 19:00, не спізнюйся, там дивна атмосфера і пиво дешеве.	Zajtra ideme do "Kryjivky" pri námestí Rynok – stretávame sa o 19:00, nemeškaj, je tam zvláštna atmosféra a pivo je lacné.
Це повний піздець, я більше так не витримаю.	To je totálny prúser, už to takto ďalej nevydržím.
Та блін, я забув підзарядити телефон перед поїздкою.	Do riti, zabudol som nabiť telefón pred cestou.
Чувак, ти куди знову зник? Домовилися зустрітися о шостій.	Človeče, kam zase mizneš? Dohodli sme sa, že sa stretneme o šiestej.
Вона кинула мене як гарячу картоплю, навіть не пояснила чому.	Hodila ma ako horúci zemiak, ani mi nevysvetlila prečo.
Що за фігня? Систему знову понесло.	Čo to je za blbosť? Systém sa znovu zbláznil.
Замовив квитки на концерт Okean Elzy, місця в секторі B, ряд 12, місце 7.	Objednal som lístky na koncert Okean Elzy, miesta v sektore B, rad 12, miesto 7.
Та ну, серйозно?	No vážne?
Чувак, хочеш сьогодні ввечері піти на пиво на Поділ?	Človeče, chceš dnes večer ísť na pivo na Podil?
Він витягнув мене з цієї халепи, не знаю, як йому віддячити.	Vytiahol ma z tejto šlamastiky, neviem, ako mu mám poďakovať.
Хто, чорт забирай, вкрав мій квиток на концерт?	Kto, do riti, ukradol môj lístok na koncert?
Мама прислала коробку вареників із начинкою з картоплі й записку: 'Не хвилюйся, синку, все налагодиться'.	Mama mi poslala krabicu varenikov s plnkou zo zemiakov a odkaz: 'Neboj sa, synček, všetko sa zariadi'.
Блін, знову?	Do riti, zas?
Куди ти, куме, подів мій телефон?	Kam si, kamoško, dal môj telefón?
У мене все як у пеклі — начальник кричить, клієнти докучають, а зарплата — крапля в морі.	Mám to tu ako v pekle — šéf kričí, klienti otravujú a výplata je len kvapka v mori.
Замовив шаурму на Дерибасівській, кур'єр сказав: «через 20 хвилин», а приніс через годину.	Objednal som shawarmu na Deribasivskej, kuriér povedal „o 20 minút“, ale priniesol až o hodinu.
Чувак, я тобі казав тричі — не лізь у цю тему, бо отримаєш по шиї.	Človeče, povedal som ti to trikrát — necp sa do toho, lebo dostaneš po papuli.
Блін, забув телефон.	Kurňa, zabudol som mobil.
Вона просто кинула мене напризволяще: зібрала речі й зникла посеред ночі.	Jednoducho ma nechala napospas: zbalila veci a zmizla uprostred noci.
Ти бачив, що Андрій виклав у сторіс з концерту 'Океан Ельзи'?	Vidíš, že Andrej dal na Instagram story z koncertu 'Okean Elzy'?
Це капець, тариф на електроенергію знову підняли — рахунки за світло вбивають.	To je peklo, znova zdvihli ceny elektriny — účty za prúd ma zabíjajú.
Дай мені п'ять хвилин, я все розрулю.	Daj mi päť minút, ja to vybavím.
Та ні, пофіг.	No, kašlem na to.
Воно того не варте, це гроші на вітер.	Nestojí to za to, to sú vyhodené peniaze.
Хочеш піти сьогодні в бар біля Петра на Подолі? Вони тепер крафтове пиво роблять.	Pôjdeš dnes do baru pri Petrovi na Podole? Teraz tam majú remeselné pivo.
Блін, вона знову зламала мій ноут.	Do riti, ona mi znova rozbila notebook.
Я вчора сперечався з таксистом, бо він хотів брати додаткову плату за багаж, хоча я замовляв через Bolt.	Včera som sa hádal s taxikárom, lebo chcel brať príplatok za batožinu, hoci som jazdu objednal cez Bolt.
Та ну, бля!	No tak, do riti!
Куди поділася моя шапка? Я виходжу без неї — замерзну.	Kde sa stratila moja čiapka? Ak vyjdem bez nej, premrznem.
Він кинув мене як гарячу картоплю, навіть не попрощався.	Hodil ma ako horúci zemiak, ani sa so mnou nerozlúčil.
Замовив квитки на концерт «Океан Ельзи» через цей шахрайський сайт і тепер переживаю.	Objednal som lístky na koncert „Okean Elzy“ cez ten podvodný web a teraz sa obávam.
Я шалено злюся, хочу ту чортову маршрутку рознести на шматки!	Som fakt nasratý, chcem tú zasranú maršrutku roztrhať na kúsky!
Пішли на пиво?	Poďme na pivo?
Та йди ти, цей день — суцільний провал.	Choď do riti, dnešok je úplné fiasko.
Нові кав'ярні ростуть як гриби після дощу.	Nové kaviarne rastú ako huby po daždi.
Якщо завтра не буде парасолі, промокнеш до нитки, і мама буде тобі дорікати ще тиждень.	Ak zajtra nebudeš mať dáždnik, zmokneš do nitky a mama ťa bude ešte týždeň vyčítať.
Блін, знову загубив телефон на Контрактовій!	Sakra, znova som stratil telefón na Kontraktovej!
Та ну, давай!	No daj už, poď!
Я так заїбався з цим ремонтом, що можу вбити когось.	Už som z tejto opravy totálne nasratý, že by som niekoho zabil.
Ти дивився останній сезон «Слуги народу»?	Pozeral si poslednú sériu seriálu „Sluha národa“?
Він кинув мене на пиво вчора, чистий відстій.	Včera ma nechal na pive, totálny odpad.
Їду на вихідні до Львова, хочу купити справжні пампухи та прогулятися старим містом.	Cez víkend idem do Ľvova, chcem kúpiť pravé pampúchy a poprechádzať sa po starom meste.
Блін, знову!	Do riti, zase!
Куди поділася моя кофта? Я цілу годину її шукала.	Kde sa mi stratila moja mikina? Hľadala som ju celú hodinu.
Він знову тягне кота за хвіст і нічого не вирішує.	On zas ťahá mačku za chvost a nič nerieši.
От цей начальник, він мене просто дістає, я більше так не витримаю.	Ten šéf ma úplne vytáča, už to viac nevydržím.
Завтра зустрічаємось у 'Пузатій хаті' на Подолі о 19:00 — беру на себе чайові і плату за паркування.	Zajtra sa stretneme v 'Puzatej chati' na Podole o 19:00 — dám dýško a zaplatím parkovné.
Та ну, знову пробки.	Kurva, zase zápcha.
Де, блін, мої кросівки?	Kde, sakra, sú moje tenisky?
Я так завалений роботою, що в мене здається, ніби я живу в офісі, а не вдома.	Som tak zavalený prácou, že mám pocit, že žijem v kancelárii, nie doma.
Пішли на пиво після матчу збірної — у місцевому пабі буде шалена атмосфера.	Po zápase našej reprezentácie ideme na pivo — v miestnom pube bude šialená atmosféra.
Мені вже набридло це лайно, кидаю — хай роблять інші.	Už ma to sere, končím s tým — nech si to riešia iní.
Та ну, бля.	No daj, kurva.
Я вже більше року як переробляюся на нічні зміни, мозок плавиться.	Už viac ako rok robím nočné smeny, mozog sa mi už varí.
Куди, блін, поділася моя картка від ОщадБанку? Метро без неї не пропустить?	Kde sakra je moja karta od OščadBanky? Metro ma bez nej nepustí?
Чувак, я вже по вуха в цій хаті з батьками — треба звалювати.	Ty vole, už som po uši v tom dome u rodičov — musím vypadnúť.
Завтра йдемо на вечірку в центрі Києва, у «Криївку». Забирайся о 20:00, візьми термос з узваром і гроші на таксі, бо після 2 ночі трамваї не ходять.	Zajtra ideme na párty do centra Kyjeva, do „Kryjivky“. Zober sa o 20:00, vezmi termos s uzvarom a peniaze na taxík, lebo po druhej ráno električky už nejazdia.
Та ну, це гавно!	No fuj, to je hovno!
Куди, бля, подів мою зарядку?	Kde si, do riti, dal moju nabíjačku?
Не парся, придумаємо якось.	Nerob si starosti, nejako to vymyslíme.
Замовив шаурму на Печерську, кур'єр вже їде — замовлення №54321.	Objednal som šawarmu na Pečersku, kuriér už ide — objednávka č. 54321.
Я по вуха в роботі, ледь встигаю на зустріч, тому перенеси, будь ласка.	Som po uši v práci, sotva stíham prísť na stretnutie, tak ho, prosím, presuň.
Та ну, фігня.	No čo, to je blbosť.
Де, блін, моя маршрутка? Запізнююсь на роботу.	Kde, do riti, je moja maršrutka? Zmeškám do práce.
Я в шоці — вони просто кинули нас на гроші і злились без пояснень.	Som v šoku — proste nás okradli o peniaze a zmizli bez vysvetlenia.
Пишу листа бабусі з Вінниці, вона вся порадіє, як отримає фото онуків.	Píšem list babke z Vinnice, úplne sa poteší, keď dostane fotky vnúčat.
Та ти гониш?	Ty to preháňaš?
Йди нах.	Choď do piče.
Ти правда підеш зі мною в кіно, чи ні?	Ty fakt pôjdeš so mnou do kina, alebo nie?
Замовив шаурму в 'Паляниця' на Бессарабці, замовлення №54321.	Objednal som šaurmu v 'Palianycia' na Bessarabskej, objednávka č. 54321.
Він як риба у воді.	Je ako ryba vo vode.
Я вже не можу, це повний піздец — начальник вимагає нереальних речей щодня.	Už to nezvládam, je to totálny prúser — šéf každý deň požaduje úplne nereálne veci.
Чувак, йдемо бухати сьогодні?	Kámo, ideme dnes chlastat?
Я так задовбався від цієї бюрократії на роботі, що хочу звільнитися.	Už som z tej byrokracie v práci úplne hotový, chcem dať výpoveď.
Де зустрінемось? На Хрещатику або в "Кофейні на Подолі"?	Kde sa stretneme? Na Chreščatyku alebo v kaviarni "Kofeynya na Podole"?
Куди, бля, поділася моя куртка? Я без неї замерзну.	Kde, do riti, zmizla moja bunda? Bez nej zamrznem.
Всі ці затримки підсунули нам палиці в колеса, проект під загрозою — допоможи, будь ласка.	Tieto oneskorenia nám poriadne hodili polená pod nohy, projekt je v ohrození — pomôž mi, prosím.
Та ну, фігня.	No to je blbosť.
Ей, ти куди зник, бля? Ми ж домовлялися о сьомій.	Hej, kde si zmizol, kurva? Veď sme sa dohodli na siedmu.
Я сьогодні ледве ноги тягну після тієї зміни на заводі.	Dnes som úplne zničený, po tej zmene v továrni ledva stojím na nohách.
Це повне лайно, не буду з цим возитися, краще піду в "Пузату хату" на вареники.	To je úplné hovno, nebudem sa s tým babrať, radšej zájdem do "Puzata Chata" na varenyky.
Замовив квитки на концерт 'ДахаБраха' на вихідні, але друзі кинули мене як гарячу картоплю — тепер іду сам.	Objednal som lístky na koncert 'DakhaBrakha' na víkend, ale kamaráti ma hodili ako horúci zemiak — teraz idem sám.
Та пішов ти!	Choď do riti!
Він працював по дванадцять годин, щоб звести кінці з кінцями і не просити в борг.	Pracoval dvanásť hodín denne, aby vychádzal s peniazmi a nemusel si požičiavať.
Де ти подів мої кеди? Я ж їх вчора прала.	Kde si dal moje tenisky? Veď som ich včera prala.
Зустрічаємось біля пам'ятника Незалежності о 18:30, потім підемо в 'Чайку' на пельмені й горілку, а після — на Караван дивитися вечірній концерт.	Stretneme sa pri pamätníku Nezávislosti o 18:30, potom pôjdeme do 'Čajka' na pelmene a vodku, a potom ešte do 'Karavan' pozrieť večerný koncert.
Я в шоці: ремонтували квартиру три місяці, а вийшло якась халтура. Потрібно було найняти іншого майстра.	Som v šoku: byt opravovali tri mesiace a dopadlo to ako amatérska odfláknutá robota. Mali sme si najať iného majstra.
Та ні, серйозно?	No, vážne?
Де, блін, мої кросівки? Я їх вчора залишив тут!	Kde, do riti, sú moje tenisky? Včera som ich tu nechal!
Вона мене кинула як гарячу картоплю.	Hodila ma ako horúci zemiak.
Я такий щасливий: отримав роботу в стартапі на Подолі і вони платять більше, ніж я очікував.	Som taký šťastný: dostal som prácu v startupe na Podole a platia mi viac, než som očakával.
Зустрічаємось у «Криївці» біля Оперного сьогодні ввечері — прийдеш?	Stretneme sa dnes večer v „Kryjivke“ pri Opere — prídeš?
Йдемо бухати?	Pôjdeme sa opiť?
Чувак, я ту презентацію розніс, бос у шоці.	Človeče, tú prezentáciu som totálne rozbil, šéf je v šoku.
Замовив доставку через Нову Пошту, трек UA123456789, кажуть буде завтра.	Objednal som zásielku cez Novú Poštu, track UA123456789, vraj dorazí zajtra.
Писав мені старий друг: каже, приїде на вихідні і привезе справжнього гуцульського сиру та меду.	Písal mi starý kamarát: hovorí, že príde na víkend a prinesie pravý huculský syr a med.
Той маршрутник, бля, знову поїхав на об'їзд — я запізнився на роботу!	Ten vodič maršrutky, kurva, znovu išiel na obchádzku — prišiel som neskoro do práce!
Та ну, блін!	No to je ale do riti!
Ти куди знову злиняв ввечері?	Kam si zase zdrhol večer?
Матуся знову готує вареники з вишнями, взяти на пробу чи принести пару штук сусідам?	Mama znova varí varenyky s čerešňami, mám vziať na ochutnávku alebo doniesť pár kúskov susedom?
Дай мені хвилинку, я заскочу в крамницю по пачку цигарок.	Daj mi minútku, skočím rýchlo do obchodu po krabičku cigariet.
Це просто пекло: начальник тупо сказав 'роби', потім зник, і тепер винен я.	To je proste peklo: šéf mi úplne bezhlavo povedal 'rob', potom zmizol a teraz som na vine ja.
Та ну, фігня.	No čo, to je blbosť.
Ей, чувак, не бачив моїх ключів? Вже третій раз обшукую квартиру.	Hej, človeče, nevidel si moje kľúče? Už tretíkrát prehľadávam byt.
У мене вже кіпіш від цієї роботи: начальник знову чіпляється за дрібниці, а зарплата така, що вистачає тільки на хліб і воду.	Zo tej práce som už úplne na nervy: šéf sa znova chytá pri maličkostiach a výplata je taká, že vystačí len na chlieb a vodu.
Вона мене загнала в глухий кут своїми питаннями — жодного шансу виправдатися.	Dostala ma do kúta svojimi otázkami — nemal som žiadnu šancu sa obhájiť.
Замовив каву через Bolt — кур'єр каже: 'буду за 10 хвилин'.	Objednal som kávu cez Bolt — kuriér hovorí: 'budem za 10 minút'.
Та ну нафіг!	Do kelu!
Чувак, ти бачив той новий серіал на 1+1? Він просто вогонь.	Človeče, videl si ten nový seriál na 1+1? Je to proste pecka.
Куди поділася моя куртка, блін? Я її лишив на балконі.	Kde sa podela moja bunda, sakra? Nechal som ju na balkóne.
Я так сумую за домом, що інколи прокидаюся вночі і плачу від ностальгії; не хочу так більше.	Tak veľmi mi chýba domov, že sa niekedy zobudím v noci a zaplačem z nostalgie; nechcem to viac zažívať.
Якщо чесно, кину цю роботу — вона мене висмоктує й я вигораю.	Ak mám byť úprimný, hodím túto robotu za hlavu — vysáva mi energiu a vyhorievam.
Та ну, фігня.	No to je blbosť.
Він кинув мене на суху гілку, коли знадобилися гроші.	Nechal ma na holičkách, keď som potreboval peniaze.
Куди ти, бля, подів мій зарядний? Я без батареї.	Kam si, do riti, dal môj nabíjač? Som bez batérie.
Я щойно повернувся з Андріївського узвозу — там так класно, але ціни на сувеніри просто космос, нічого не купив.	Práve som sa vrátil z Andrijivského uzvizu — je to tam super, ale ceny suvenírov sú proste mimo, nič som si nekúpil.
Давай заскочимо на каву, швидко і по-дорозі.	Poďme skočiť na kávu, rýchlo a po ceste.
Та ну!	No prosím ťa!
Куди, бля, подів мої ключі? Я вже запізнююся на роботу.	Kam, do riti, si dal moje kľúče? Už meškám do práce.
Вона нам втерла носа на цьому проєкті — абсолютна профі.	Vytrela nám zrak na tom projekte — úplná profíčka.
Я так хвилююся перед співбесідою, не можу ні їсти, ні спати, серце наче шалене.	Som tak nervózny pred pohovorom, nemôžem jesť ani spať, srdce mi búši ako šialené.
Замовив вареники через Uklon, номер замовлення 54321, кажуть, кур'єр вже виїхав з центру.	Objednal som vareniky cez Uklon, číslo objednávky 54321, povedali, že kuriér už vyrazil z centra.
Та ну, блін!	No vážne, sakra!
Та воно того не варте, повір мені.	Nestojí to za to, ver mi.
Куди, чорт забирай, подів мої ключі?	Kam, do čerta, som dal tie kľúče?
Замовив каву в 'Rocket' на Подолі, кур'єр повідомляє, що буде лише через 40 хвилин — серйозно?	Objednal som kávu v 'Rocket' na Podole, kuriér napísal, že dorazí až za 40 minút — vážne?
Я просто валюся від сміху, коли згадую той похід у Карпати минулого літа.	Padám od smiechu, keď si spomeniem na ten výlet do Karpát minulého leta.
Та ну.	No vážne?
Куди підемо ввечері? Може, у Дзигу?	Kam pôjdeme večer? Možno do Dzygy?
Я в шоці — цей проєкт повний провал, треба братися за розум.	Som v šoku — tento projekt je úplné fiasko, musíme sa spamätať.
Чорт, знову проспав — розбуди наступного разу!	Do riti, zase som zaspal — prebuď ma nabudúce!
Посилка з «Нової Пошти», трек №NP56789. Заберу в суботу.	Balík z „Novej Pošty“, tracking č. NP56789. Vyzdvihnem si ho v sobotu.
Пора валити.	Treba ísť preč.
Куди, бля, подівся мій телефон?	Kam, do riti, som dal svoj telefón?
Чесно, скоро звільнюся — не можу більше терпіти цей совковий менеджмент у відділі.	Úprimne, čoskoro dám výpoveď — už viac nemôžem znášať ten sovietsky manažment v oddelení.
Слухай, я в повному шоці від цієї новини!	Počuj, som úplne v šoku z tejto správy!
Замовив сніданок у кав'ярні "Тепла булка" через Bolt Food, замовлення №54321.	Objednal som raňajky v kaviarni „Teplá žemľa“ cez Bolt Food, objednávka č. 54321.
Іди в жопу.	Choď do riti.
Блін, знову загубив телефон десь у трамваї, не можу знайти!	Sakra, znovu som stratil telefón niekde v električke, nemôžem ho nájsť!
Куди ми йдемо сьогодні ввечері? На пиво чи в клуб?	Kam ideme dnes večer? Na pivo alebo do klubu?
Він кине мене, як гарячу картоплю, я так розумію.	On ma odhodí ako horúci zemiak, tak to chápem.
Замовив шаурму з 'Паляниці', замовлення №12345.	Objednal som šaormu z 'Palianyci', objednávka č. 12345.
Та годі вже!	No už dosť!
Ти бачив новий сезон 'Сватів', чи я щось пропустив?	Videl si nový seriál 'Svaty', alebo som niečo zmeškal?
