source	target
Я сегодня на диете и не могу есть этот десерт.	Dnes som na diéte a nemôžem zjesť ten dezert.
Хочу попробовать новое место, но очереди бешеные.	Chcem vyskúšať nové miesto, ale fronty sú šialené.
Да ладно тебе, я не буду ждать час.	To si zo mňa robíš srandu? Nečakám hodinu.
У меня совсем сил нет, хочется спать.	Som úplne bez síl, chce sa mi spať.
Купил новые кроссовки онлайн — размер оказался маловат.	Kúpil som si online nové tenisky, ale veľkosť mi nesedí.
Она сказала да, но голос дрожал от волнения.	Povedala áno, ale hlas sa jej triasol od nervozity.
Скачал новую песню и не могу перестать танцевать.	Stiahol som si novú skladbu a nemôžem prestať tancovať.
Где взять такси в аэропорту? Забронировал через приложение.	Kde si vziať taxík na letisku? Zarezervoval som si cez appku.
Вчера на совещании начальник снова забыл про мои задачи.	Včera na porade si šéf zasa zabudol na moje úlohy.
Мне кажется, он перестал меня уважать.	Myslím si, že ma prestal rešpektovať.
Этот суп так и просится к добавке, но у меня уже полный живот.	Táto polievka sa na mňa pýta o ďalšiu dávku, ale už mám plný žalúdok.
Где мои ключи? Я ищу их уже час.	Kde sú moje kľúče? Hľadám ich už hodinu.
Не верю глазам, какой бардак творится на работе.	Neverím vlastným očiam, aký bordel sa deje v práci.
Забронировал билет на поезд, но интернет упал.	Zarezervoval som si lístok na vlak, ale internet padol.
Этот бот постоянно спорит, а я хочу просто купить кофе.	Tento bot sa stále háda a ja chcem iba kúpiť kávu.
Я начал ходить в спортзал, и теперь мне стало легче дышать.	Začal som chodiť do posilňovne a teraz sa mi lepšie dýcha.
Не верю своим глазам, ты правда сделал это?	Neverím vlastným očiam, naozaj si to urobil?
Куда ты суёшься без спросу?	Kam sa bez dovolenia rútiš?
У меня сегодня стресс на работе: отчёты, совещания и ещё кучу писем.	Dnes mám v práci stres: výkazy, porady a ešte kopu e-mailov.
Сделай скидку, я же твой постоянный клиент.	Daj zľavu, som tvoj stály zákazník.
Походу, сломался Wi‑Fi и без него жить трудно.	Vyzerá to tak, že Wi‑Fi sa pokazil a bez neho žiť je ťažké.
Чёрт, опоздал на автобус.	Do prdele, ušiel mi autobus.
Как ты там без меня живёшь?	Ako to zvládaš bez mňa?
Я бронировал номер через приложение, но подтверждения до сих пор нет.	Rezervoval som si izbu cez aplikáciu, ale potvrdenie ešte neprišlo.
На собрании меня снова перебивают.	Na porade ma zase prerušujú.
Мой кот снова валяется на клавиатуре.	Môj kocúr zase leží na klávesnici.
На работе опять кризис: начальник орёт, как раненый волк!	V práci je zase kríza: šéf kričí ako ranený vlk!
Заходил в магазин за конфетами, а очередь была до потолка.	Zas som vošiel do obchodu po sladkosti, a fronta stála až po strop.
Сейчас пытаюсь разобраться с новым телефоном, но он всё время зависает.	Teraz sa snažím zorientovať v tom novom telefóne, ale vždy sa mi zasekáva.
Я так голоден, что могу съесть слона.	Som taký hladný, že by som zožral slona.
Не могу найти общий язык с новым коллегой, он такой странный.	Nedokážem nájsť spoločnú reč s tým novým kolegom, je taký zvláštny.
Мне нужно срочно закончить отчёт, потому что конец квартала близок.	Musím naliehavo dokončiť správu, lebo koniec štvrťroka je blízko.
Как думаешь, успеем попасть на концерт в пятницу?	Ako si myslíš, podarí sa nám dostať na koncert v piatok?
Я нашёл идеальную куртку, но она слишком дорогая.	Našiel som dokonalú bundu, ale je príliš drahá.
Этот новый смартфон реально крут, батарея держит целый день.	Tento nový smartfón je naozaj super, výdrž batérie vydrží celý deň.
Эта диета меня достала, хочу есть любимую пиццу.	Táto diéta ma štve, chcem si dať svoju obľúbenú pizzu.
Есть свободная парковка рядом с офисом?	Je vedľa kancelárie voľné parkovisko?
Эта песня заходит на повторе — кайф.	Táto pesnička na repeat ma proste baví.
Не могу выбрать между пиццей и суши — целый день колеблюсь.	Neviem sa rozhodnúť medzi pizzou a sushi — celý deň váham.
Не забудь проверить почту к завтрашнему дедлайну.	Nezabudni skontrolovať poštu kvôli zajtrajšiemu termínu.
Я заблудился в чужом городе и ищу дорогу назад к вокзалу.	Zamotol som sa v cudzom meste a hľadám cestu späť na stanicu.
Езжу на велосипеде по городу и понимаю, что левая тормозная ручка работает странно.	Jazdím na bicykli po meste a zisťujem, že ľavá brzda funguje zvláštne.
Шеф в работе снова взъерошился: мы делаем вид, что знаем, что делаем.	Šéf v práci sa zase vytočil: hráme sa na to, že vieme, čo robíme.
Я влюбился в нового соседа, но не знаю, как подойти.	Zamiloval som sa do nového suseda, ale neviem, ako na to prísť.
Нужно выбрать подарок маме к её дню рождения.	Musím vybrať darček mamine k narodeninám.
Смотрю сериал про космос и чувствую, как фантазия уносит меня далеко.	Sledujem seriál o vesmíre a cítim, ako ma fantázia unáša ďaleko.
Хватит ныть, дедлайн горит, сдать надо сегодня.	Prestaň s fňukaním, termín sa blíži, treba to odovzdať dnes.
Готовлю ужин, а курица подгорит на сковородке.	Pripravujem večeru, kurča mi pripáli na panvici.
Кто вчера снимал номер в этом отеле? Хочу вернуть залог.	Kto včera rezervoval izbu v tomto hoteli? Chcem vrátiť zálohu.
Заказал новую куртку онлайн, размер вроде нормальный, но всё равно сомневаюсь.	Objednal som si online novú bundu, veľkosť vyzerá v pohode, no mám stále pochybnosti.
Честно говоря, мне нравится новый сериал — эпизоды держат меня в напряжении.	Úprimne sa mi páči nový seriál — epizódy ma držia v napätí.
Круто, наконец-то нашёл место, где можно пользоваться бесплатным Wi‑Fi.	Super, konečne som našiel miesto, kde sa dá využiť bezplatné Wi‑Fi.
На работе сегодня бардак, начальник опять требует сверхурочно отработать выходной.	V práci je dnes bordel, šéf zase chce, aby sme cez voľný deň odpracovali nadčasy.
Забыл паспорт дома, поэтому не могу выехать за границу.	Zabudol som pas doma, takže nemôžem vycestovať do zahraničia.
Смотри, какая куртка классная, можно взять?	Pozri, aká je tá bunda super, môžem ju vziať?
Я так устал после тренировки, но хочу ещё поиграть в баскетбол.	Som po tréningu taký unavený, ale ešte chcem zahrať basketbal.
К слову, сегодня мне реально повезло: нашёл монету под диваном.	Mimochodom, dnes som mal naozaj šťastie: našiel som mincu pod pohovkou.
Кажется, шеф снова требует нереальные отчёты.	Zdá sa, že šéf zase vyžaduje nereálne reporty.
Мы с тобой спорим, но ты всё равно лучший.	My sa s tebou hádame, ale aj tak si najlepší.
Увидел на вокзале уличного флейтиста — настроение поднялось.	Na železničnej stanici som videl pouličného flautistu — nálada mi stúpla.
Где мой зарядник? Батарея садится.	Kde je môj nabíjač? Batéria sa vybíja.
Хочу попросить отпуск на неделю, пора отдохнуть.	Chcem si vziať dovolenku na týždeň, treba si odpočinúť.
Не могу поверить, что забыли выключить плиту.	Neviem uveriť, že sme zabudli vypnúť platňu.
Подскажи, пожалуйста, как пройти к метро.	Poradíš mi, prosím, ako sa dostať na metro?
Мне нужен новый телефон, старый уже барахлит.	Potrebujem nový telefón, ten starý už dosluhuje.
Неожиданно встретил старого друга в кафе, и ностальгия взяла верх.	Nečakane som stretol starého kamaráta v kaviarni a nostalgia ma ovládla.
У меня на работе ноль идей, что дальше делать.	V práci nemám žiadne nápady, čo ďalej robiť.
Не хочу идти на тренировку сегодня, устал.	Dnes nechcem ísť na tréning, som unavený.
Завтра встреча с клиентом, готов?	Zajtra je stretnutie s klientom, si pripravený?
Купил новую куртку, она оказалась огромной.	Kúpil som si novú bundu, ukázalo sa, že je priveľká.
Смотри, как красиво светит луна!	Pozri, ako krásne svieti mesiac!
Я опоздал на важное совещание из-за задержки автобуса.	Kvôli meškaniu autobusu som zmešal dôležité stretnutie.
Мне надоел её постоянный спор по пустякам.	Už ma štve jej neustále hádky kvôli hlúpostiam.
На выходных попробую новые трюки на скейтборде.	Cez víkend si vyskúšam nové triky na skateboarde.
Я купил морковь и не знаю, как её чистить.	Kúpil som si mrkvu a neviem ju očistiť.
Заказал доставку еды, а курьер перепутал адрес.	Objednal som si donášku jedla, ale kurier si pomýlil adresu.
Не могу поверить, что он опять опоздал на встречу.	Neviem uveriť, že zase zmeškal stretnutie.
Почему мы снова не успеваем на последний автобус из-за очереди у кассы?	Prečo znova nestíhame na posledný autobus kvôli rade pri pokladni?
Я наконец-то дописал песню и хочу записать её на диктофон.	Konečne som dokončil pieseň a chcem ju nahrať na diktafón.
Не переживай, между нами всё отлично.	Neboj sa, medzi nami je všetko v pohode.
Установи обновление — оно улучшит твою батарею.	Nainštaluj aktualizáciu — zlepší ti výdrž batérie.
На работе сегодня столько задач, что кажется, будто гора ноутбуков.	V práci je dnes toľko úloh, že to vyzerá ako hora notebookov.
Капитан команды шепнул: расслабьтесь, мы ещё можем победить.	Kapitán tímu pošepkal: uvoľnite sa, ešte môžeme vyhrať.
Купил новый телефон, камера офигенная, но батарея держит сутки.	Kúpil som nový telefón, fotoaparát je úžasný, ale výdrž batérie vydrží len jeden deň.
Планирую через выходные покататься на велосипеде, но прогноз обещает ливень.	Plánujem cez víkend vyraziť na bicykli, ale predpoveď sľubuje lejak.
Я пытался заказать еду онлайн, но сайт виснет каждую минуту.	Skúšal som si objednať jedlo online, ale stránka mi neustále seká každú minútu.
На работе сегодня полный хаос, начальник снова просит отчёт по каждому шагу.	V práci je dnes úplný chaos, šéf zase žiada správu o každom kroku.
Забыл дома зонт и промок до нитки.	Zabudol som doma dážnik a bol som promočený až po kosť.
Сделай домашку по математике, а то опоздаешь на занятие.	Urob si domáce úlohy z matematiky, aby si neprišiel na hodinu neskoro.
Почему бы тебе не попробовать веганский бургер, он реально вкусный.	Prečo by si neskúšal vegánsky burger, je naozaj chutný.
Хочу заняться спортом, но не знаю, с чего начать.	Chcem začať so športom, ale neviem, odkiaľ začať.
Да ну нафиг, сколько можно ждать?	Do riti, koľko sa ešte dá čakať?
У меня тут полный бардак, разберусь позже.	U mňa tu je poriadny neporiadok, vyriešim to neskôr.
Скажи честно: ты любишь свою работу или нет?	Povedz úprimne: miluješ svoju prácu, alebo nie?
Мне по барабану, что они думают.	Je mi to ukradnuté, čo si myslia.
Хочу попробовать новый рецепт, но не знаю, с чего начать.	Chcem vyskúšať nový recept, ale neviem, kde začať.
На собрании я забыл принести график проекта.	Na porade som zabudol priniesť harmonogram projektu.
Я потерял карту и не могу найти дорогу.	Stratil som mapu a nemôžem nájsť cestu.
Купил куртку за большие деньги без примерки и теперь жалею.	Kúpil som si bundu za veľké peniaze bez skúšania a teraz ľutujem.
Этот телефон глючит, не понимаю, почему батарея так быстро садится?	Ten telefón blbne, neviem, prečo sa mi batéria tak rýchlo vybíja?
То, как ты готовишь лазанью, мне нравится, но хочу попробовать что‑то новое.	To, ako pripravuješ lasagne, sa mi páči, ale chcem vyskúšať niečo nové.
Утром зашёл в магазин за хлебом и случайно взял чужую сумку.	Ráno som vošiel do obchodu kúpiť chlieb a náhodou som zobral cudziu tašku.
Классно, сегодня тренировка была жесткой, но я справился.	Fajn, dnes bol tréning drsný, ale zvládol som.
Не могу поверить, что наш проект утвердили на совете без моих исправлений.	Neviem uveriť, že náš projekt schválili na rade bez mojich úprav.
Давай вечером схожу в кино, а потом заедем к друзьям на пиццу.	Poďme večer do kina a potom sa zastavíme u kamarátov na pizzu.
Мне сегодня лениво на работу идти, настроение никакое.	Dnes sa mi nechce ísť do práce, nálada nič moc.
Это просто угар: вчера перепутал ключи от машины и квартиры.	To je šialená sranda: včera som si spletl kľúče od auta a od bytu.
Хватит ныть, пора сделать выбор и идти дальше.	Stačí fňukať, je čas urobiť rozhodnutie a ísť ďalej.
Я в шоке от того, как быстро мы справились с задачей на работе.	Som v šoku z toho, ako rýchlo sme tú úlohu zvládli v práci.
Купил новую камеру, но инструкции на русском, а меню на английском.	Kúpil som novú kameru, ale návod je po rusky a menu je po anglicky.
Не могу поверить, что твоя команда выиграла чемпионат так неожиданно.	Nemôžem uveriť, že tvoj tím vyhral majstrovstvá tak nečakane.
Хватит думать, давай купим билет на поезд.	Stačí rozmýšľať, poďme kúpiť lístok na vlak.
Я так рад, что наконец-то закончили этот проект.	Som rád, že sme ten projekt konečne dokončili.
У тебя есть хоть один план на вечер или просто сидишь дома?	Máš aspoň nejaký plán na večer, alebo len sedíš doma?
Не могу поверить, что она сказала это вслух.	Neviem uveriť, že to povedala nahlas.
После тренировки она сказала, что ей кружится голова.	Po tréningu povedala, že sa jej točí hlava.
Можешь подстроить встречу на полчаса позже? Я опоздаю из-за пробки.	Vieš to stretnutie presunúť o polhodinu? Kvôli dopravnej zápche sa opozdím.
Давай купим эти кроссовки, они просто огонь!	Poďme kúpiť tieto tenisky, sú proste bomba!
Эти тапочки такие мягкие, что нога чувствует себя в объятиях.	Tieto papuče sú také mäkké, že noha sa cíti ako v objatí.
Где здесь ближайшее метро? Я заблудился.	Kde je tu najbližšie metro? Zablúdil som.
Хочешь просто дружить, или хочешь, чтобы было что-то большее?	Chceš len kamarátstvo, alebo chceš, aby to bolo niečo viac?
На работе снова дедлайн, не высыпаюсь, но вроде справимся.	V práci je zase termín, nevyspávam sa, ale vyzerá to, že to zvládneme.
Поехали на лыжах? Я не хочу надолго застрять в очереди на подъемник.	Ideme na lyže? Nechcem sa dlho čakať v rade na vleku.
Купил новые кроссовки, но они оказались слишком маленькие.	Kúpil som si nové tenisky, ale sú príliš malé.
Мой смартфон начал лагать, обновление не помогает.	Môj smartfón začal lagovať, aktualizácia nepomáha.
Уже неделю держу диету, и голод достает.	Už týždeň držím diétu a hlad ma dosť trápi.
А ты серьёзно? Не верю своим глазам!	A ty vážne? Neverím vlastným očiam!
Классная идея: давай попробуем прямо сейчас.	Skvelý nápad, poďme to skúsiť práve teraz.
Мне надоело ждать ответа, напишу сам.	Už ma to nebaví čakať na odpoveď, napíšem sám.
Что за чепуха творится на работе?	Čo za hlúposti sa dejú v práci?
Пожалуйста, сделай скидку. Мне так нужно сэкономить.	Prosím, daj mi zľavu. Potrebujem ušetriť.
На работе сегодня снова полный беспорядок.	V práci je dnes opäť úplný chaos.
Я опоздал на поезд из-за пробки.	Kvôli dopravnej zápche som zmeškal vlak.
Это слишком дорого, давай искать распродажи.	To je príliš drahé, poďme hľadať výpredaje.
Купил новую камеру, но она глючит.	Kúpil som si novú kameru, ale seká sa.
Ты уверен, что сможешь сделать это вовремя?	Si istý, že to stihneš včas?
Да ладно, хватит притворяться.	Daj pokoj, dosť s tým pretvarovaním.
Мы застряли в аэропорту, часы идут, а багаж снова не пришёл.	Ocitli sme sa na letisku, hodiny tikajú a batožina nám zasa neprišla.
Докончим проект вовремя?	Dokončíme projekt načas?
Я переплачиваю за кофе в этом кафе: они задирают цены.	Preplácam za kávu v tejto kaviarni, zdvíhajú ceny.
Она сказала, что любит его, но хочет честного объяснения.	Povedala, že ho miluje, ale chce čestné vysvetlenie.
На работе сегодня полный кипиш, начальник гонит нас по кругу.	Dnes v práci je úplný zhon, šéf nás tlačí do kolotoča.
Дома забыл ключи и стою перед дверью как дурак.	Doma som zabudol kľúče a stojím pred dverami ako blbec.
Еду в командировку: билет купил, багаж собрал, а кофе забыть не могу.	Idem na služobnú cestu: kúpil som si letenku, zbalil som veci a nemôžem zabudnúť na kávu.
Купил крутую футболку онлайн, пришло нечто не то — размер не тот.	Kúpil som si na nete super tričko, prišlo niečo zlé – veľkosť nie je tá správna.
Мне насрать на спорт, но вчера победила нашу сборную и я счастлив.	Mám to na háku, šport ma nezaujíma, ale včera vyhrala naša reprezentácia a som šťastný.
На совещании снова кто-то тянет кота за хвост, а я думаю о пицце.	Na porade zasa niekto ťahá mačku za chvost a ja rozmýšľam nad pizzou.
Хочу домой поскорее, но метро сегодня идёт как улитка.	Chcem sa domov dostať čo najskôr, ale dnes ide metro ako slimák.
Купил недорогую куртку, но оказалась с дыркой.	Kúpil som lacnú bundu, ale zistil som, že má dieru.
Телефон сам по себе обновился и сломался — теперь не включается.	Telefón sa sám od seba aktualizoval a teraz nejde zapnúť.
У меня дикая тяга к шашлыку, но я на диете.	Mám hroznú chuť na šašlík, ale som na diéte.
Черт, снова забыл ключи дома.	Do kelu, zasa som zabudol kľúče doma.
Я так устал, что хочу лежать и не думать ни о чем.	Som tak unavený, že chcem len ležať a na nič nemyslieť.
Куда ты идёшь? Нам нужно быстрее добраться до офиса.	Kam ideš? Musíme sa čo najskôr dostať do kancelárie.
Неужели ты действительно хочешь пойти на прогулку по выходным на яхте?	Naozaj chceš cez víkendy ísť na výlet na jachte?
Сегодня нашёл супер скидку на телефон — пора обновлять.	Dnes som našiel super zľavu na telefón — je čas vymeniť ho za novší model.
Не могу найти свои ключи.	Nemôžem nájsť svoje kľúče.
Классная фотка, давай скинь оригинал в чат.	Skvelá fotka, pošli originál do chatu.
Я терпеть не могу ждать, пока обновят приложение.	Neznášam čakať, kým aktualizujú aplikáciu.
Сегодня на тренировке я чуть не сломал палец — но продолжил.	Dnes na tréningu som si takmer zlomil prst — ale pokračoval som.
Скажи честно, ты всё равно не хочешь идти в кино?	Povedz úprimne, predsa nechceš ísť do kina?
Куда делся мой телефон? Я точно ставил его на стол.	Kde sa mi stratil môj telefón? Ja som ho naozaj položil na stôl.
Сколько стоят новые кроссовки?	Koľko stoja nové tenisky?
Завтра у нас важная встреча в офисе, не опаздывайте.	Zajtra máme v kancelárii dôležité stretnutie, nezmeškajte.
Мне нужно доделать отчёт к завтрашнему утру.	Treba dokončiť správu do zajtrajšieho rána.
Как тебе новая серия этого сериала? Я в полном восторге.	Ako sa ti páčila nová epizóda tohto seriálu? Ja som fakt nadšený.
Не верю тебе ни на слово!	Ani na slovo ti neverím!
На совещании я чуть не заснул, но держался.	Na porade som skoro zaspal, ale vydržal som.
Мне нужно пересесть на другой автобус, чтобы не опоздать.	Potrebujem prestúpiť do iného autobusu, aby som neprišiel neskoro.
Купил кучу еды, но кошелек дома забыл.	Kúpil som kopu jedla, ale peňaženku doma zabudol.
Она сказала, что любит меня, и я едва не расплакался.	Povedala, že ma miluje, a ja som sa ledva rozplakal.
Сегодня нашёл старую фотографию и прослезился от ностальгии.	Dnes som našiel starú fotku a poriadne ma to dojalo.
Неужели ты думаешь, что будешь работать допоздна без перерыва?	Naozaj si myslíš, že budeš robiť až do noci bez prestávky?
Я забронировал номер в отеле на троих и теперь переживаю, как это будет выглядеть.	Zarezervoval som si izbu v hoteli pre tri osoby a teraz si lámem hlavu, ako to bude vyzerať.
Мне надоело ждать на остановке, автобус всё равно опаздывает.	Už ma nebaví čakať na zastávke, autobus stále mešká.
Хочу наконец-то попробовать настоящий борщ, без сала и укропа.	Chcem konečne vyskúšať naozajstný boršč, bez slaniny a kôporu.
Вот это да! Я сделал домашку за пять минут.	To je paráda! Urobil som si domáce úlohy za päť minút.
Ужасно устал после тренировки и хочу домой.	Som fakt unavený po tréningu a chcem domov.
Не верю, что ты забыл ей цветы.	Neverím, že si jej zabudol doniesť kvety.
Меня заблокировали в приложении за спорную ссылку.	Zablokovali ma v aplikácii kvôli spornému odkazu.
Смотри, как я умею делать трюки на скейтборде.	Pozri, ako viem robiť triky na skateboarde.
Дедлайн на работе горит, срочно доделываю.	Termín na práci mi doslova horí, musím to stihnúť.
На выходных мы устроили поход в горы.	O víkende sme si spravili výlet do hôr.
Купил смартфон, но камера барахлит.	Kúpil som si smartfón, ale kamera mi blbne.
Не влюбляйся в него, он ненадёжный.	Nebuď do neho zaľúbený, je nespoľahlivý.
Где же моя куртка? Я обошёл весь дом.	Kde sa stratila moja bunda? Obšiel som celý dom.
Класс, наш проект реально взорвал мозг, все довольны.	Klobúk dole, náš projekt naozaj vyrazil dych všetkým, všetci sú spokojní.
Почему ты никогда не отвечаешь на звонки, когда мы в пути?	Prečo nikdy nezdvíhaš telefón, keď sme na ceste?
Ребята в офисе спорят из-за мелочи, а я хочу просто закончить задачу.	Kolegovia v kancelárii sa hádajú kvôli hlúposti, ja by som chcel proste dokončiť úlohu.
Я забыл пароль от ноутбука и теперь не могу войти.	Zabudol som heslo k notebooku a teraz sa nemôžem prihlásiť.
Дай пять, это наш первый матч после травмы!	Daj päť, to je náš prvý zápas po zranení!
Кто бы мог подумать, что он так быстро сдаст экзамен.	Kto by si myslel, že on to tak rýchlo zloží skúšku?
Мне надоело стоять в очереди.	Už ma nebaví stáť v rade.
Вчера перепутал пароль и вошёл в чужой аккаунт.	Včera som si pomýlil heslo a omylom som sa prihlásil do cudzieho účtu.
Не знаю, как ты так спокойно это делаешь.	Neviem, ako to dokážeš robiť tak v pohode.
Вчера на тренировке я наконец-то побил свой рекорд.	Včera na tréningu som konečne prekonal svoj rekord.
Куда ты опять положил ключы, а?	Kam si zase dal kľúče, čo?
Шеф требует невозможного и кричит на всех!	Šéf vyžaduje nemožné a kričí na všetkých!
Я зашёл в магазин и увидел скидку на туфли, но примерял их долго.	Vošiel som do obchodu a videl som zľavu na topánky, ale skúšal som ich dlho.
Хочется спрятаться под плед и не выходить из дома.	Chce sa mi schovať pod deku a z domu už nevychádzam.
Сейчас тренируюсь в спортзале и, если честно, устал до ужаса.	Teraz cvičím v posilňovni a úprimne, som neskutočne unavený.
Хватит ныть, давай работать и не тянуть кота за хвост.	Už prestaň fňukať, poďme makať a netreba ťahať mačku za chvost.
Куда ты идёшь в таком виде? Ты же идёшь на важную встречу.	Kam ideš v takom oblečení? Ideš na dôležité stretnutie.
Я снова опоздал на поезд, потому что проспал будильник.	Zase som zmešal vlak, pretože som prespal budík.
Сегодня приготовлю пасту с соусом песто.	Dnes pripravím cestoviny so pestom.
Мой ноутбук снова завис на синем экране.	Môj notebook sa znova zasekol na modrej obrazovke.
Эй, ты опять тянешь с задачей на проекте? Мы не успеем до дедлайна.	Hej, zase ťaháš s úlohou na projekte? Nestihneme do termínu.
Я заблудился на вокзале, не подскажешь, где выход на платформы?	Zamotil som sa na nádraží, neporadíš, kde je výstup na nástupište?
На распродаже нашёл дешёвую куртку, но размер не подошёл.	Na výpredaji som našiel lacnú bundu, ale veľkosť mi nesedí.
Сегодня тренировка была адская, но я доволен результатом.	Dnes bol tréning pekelný, ale som spokojný s výsledkom.
Пытаюсь учиться готовить паэлью, вроде выходит нормально.	Snažím sa učiť variť paellu, vyzerá to, že to vyjde dobre.
Чёрт возьми, срок подходит, надо дописать отчёт до утра.	Sakra, termín sa kráti, treba dopísať správu do rána.
Я случайно сжег тостер, кухня в дыму.	Náhodou som podpálil hriankovač, kuchyňa je v dyme.
Где ближайшее метро? Нужна помощь.	Kde je najbližšie metro? Potrebujem pomoc.
Этот размер мне не подходит, обменяйте.	Táto veľkosť mi nesedí, vymeníte to?
Хочу попробовать новое хобби — скейтбординг.	Chcem vyskúšať nové hobby – skateboardovanie.
Утром забыл ключи, теперь ищу их по всей квартире.	Ráno som zabudol kľúče, teraz ich hľadám po celom byte.
Вот это вкусняшка! Где ты это нашёл?	To je mňamka! Kde si to našiel?
Не могу поверить, что она это сделала ради тебя.	Neviem uveriť, že to spravila kvôli tebe.
На работе перестань спорить, просто сделай это.	V práci prestaň sa hádať, proste to urob.
Не хочется идти в спортзал, но после тренировки настроение улучшается.	Nechce sa mi ísť do posilňovne, ale po tréningu sa nálada zlepší.
Где мои наушники?!	Kde sú moje slúchadlá?
Опоздать на поезд из-за пробки на дороге — неприятно.	Zmešal som vlak kvôli dopravnej zápche na ceste.
К тебе вопрос по проекту: можно ли поменять дедлайн?	Mám na teba otázku ohľadom projektu: dá sa zmeniť termín dokončenia?
Не удалось купить ноутбук — продавец не идёт на уступки.	Nepodarilo sa mi kúpiť notebook — predajca nerobí ústupky.
В субботу сходили в кино — было круто!	V sobotu sme boli v kine — bolo to skvelé!
Ё-моё, нашёл скидку на кроссовки, но размер уже распродан.	Hej, našiel som zľavu na tenisky, ale veľkosť už je vypredaná.
Я забронировал номер на двоих, но там нет Wi-Fi.	Zarezervoval som si izbu pre dvoch, ale tam nie je Wi-Fi.
Как думаешь, стоит ли мне попросить отпуск на следующей неделе?	Myslíš, mal by som si požiadať o dovolenku na budúci týždeň?
Не могу заснуть, если не выключу телефон на беззвучный режим.	Neviem zaspať, kým nechám telefón v tichom režime.
Я увлекаюсь скалолазанием и хочу попробовать маршрут на выходных.	Zaujímam sa o lezenie na skalách a chcel by som vyskúšať trasu cez víkend.
Куда идёшь?	Kam ideš?
Эй, не балуйся.	Hej, nerob si hlúposti.
Мне надоело ждать на остановке.	Už ma nebaví čakať na zastávke.
Вчера купил крутую куртку на распродаже.	Včera som kúpil skvelú bundu na výpredaji.
Не сердись, всё будет ок.	Nebuď nahnevaný, všetko bude v pohode.
Завтра сдаю отчёт, потею, как лошадь.	Zajtra odovzdávam správu, potím sa ako kôň.
На совещании сидел и думал, когда закончится эта бюрократия.	Na porade som sedel a rozmýšľal, kedy skončí tá byrokracia.
Сделал онлайн-бронирование билета, но сайт завис.	Urobil som online rezerváciu lístka, ale stránka zlyhala.
Болит мне, когда ты молчишь и не объясняешь, что произошло.	Bolie ma to, keď mlčíš a nevysvetľuješ, čo sa stalo.
Мне нравится ездить на велосипеде по утрам, а ты к этому относишься скептически.	Mám rád jazdu na bicykli ráno, a ty k tomu pristupuješ skepticky.
Вчера на работе было жесть: начальник снова нашёл повод ругаться.	Včera v práci to bolo peklo: šéf znovu našiel dôvod na hádku.
Кто вообще придумал это расписание и зачем менять его во время езды?	Kto vôbec vymyslel tento rozvrh a prečo ho meniť počas jazdy?
Купил штуку по акции — экономия реально большая.	Kúpil som tovar v akcii — úspora naozaj veľká.
Ты меня бесишь, но без тебя скучно.	Si ma tak naštval, že bez teba je to nuda.
Мой телефон сломался, не могу ничего проверить, даже карта не работает.	Môj telefón sa mi pokazil, nemôžem nič skontrolovať, ani SIM karta nefunguje.
Блин, опять забыл дома ключи.	Blin, zase som zabudol doma kľúče.
Это что за фигня? Я опоздал на встречу, а босс орёт.	Čo to má byť za kravinu? Zmešal som stretnutie a šéf na mňa kričí.
Мы с другом решили попробовать кайтсерфинг на выходных.	S kamarátom sme sa rozhodli vyskúšať kitesurfing cez víkend.
После тренировки мне стало плохо, и я чуть не упал.	Po tréningu mi bolo zle a takmer som spadol.
Купил новый смартфон, а он оказался с багами.	Kúpil som si nový smartfón a ukázalo sa, že má chyby.
На работе кризис: дедлайн через час, а мы ещё не дописали половину.	V práci je kríza: termín za hodinu a my sme ešte nedokončili polovicu.
На вокзале я заблудился, но нашёл бесплатный Wi‑Fi — а как ты выходишь из таких ситуаций?	Na stanici som sa zblúdil, ale našiel som bezplatné Wi‑Fi — a ako ty zvyčajne zvládaš takúto situáciu?
Купил огромную корзину товаров, а в чеке оказалось трижды дороже.	Kúpil som obrovský košík tovarov a na pokladni bolo to trojnásobne drahšie.
Пытаюсь научиться играть на гитаре, но пальцы всё ещё болят.	Snažím sa naučiť hrať na gitare, ale prsty ma stále bolia.
Она наконец ответила на сообщение, и я не могу перестать улыбаться.	Konečne mi odpovedala na správu a ja sa nemôžem prestať usmievať.
Купил новую мышь, она глючит дофига.	Kúpil som novú myš, tá dosť blbne.
Не трогай мой телефон, там конфиденциальная инфа.	Nedotýkaj sa môjho telefónu, tam sú citlivé údaje.
Какого хрена ты опоздал на собрание?!	Na čo si sakra meškal na stretnutí?!
Я выдохся после тренировки, но хочу ещё медали.	Po tréningu som vyčerpaný, ale chcem ešte medaily.
Увидел её в городе, она классная, давай познакомимся.	Uvidel som ju v meste, je skvelá, poďme sa zoznámiť.
Утром проснулся, забыл выключить плиту, и чуть не устроил пожар.	Ráno som sa zobudil, zabudol vypnúť sporák a sotva som nezapálil byt.
На работе начальник снова подставил меня, заставив делать чужую работу.	V práci ma šéf zasa podrazil a donútil robiť cudziu prácu.
Хочу нормальной еды, а не этой микроволновки.	Chcem normálne jedlo, nie túto mikrovlnku.
Пожалуйста, скажи ей, что я задержусь на встрече.	Prosím, povedz jej, že sa na stretnutie oneskám.
В поезде забронировал место онлайн и сэкономил кучу денег.	Vo vlaku som si online rezervoval miesto a ušetril som kopu peňazí.
