source	target
Забув ключі від квартири у таксі після вечірки — тепер шукаю, де їх залишив.	I left my apartment keys in a taxi after the party — now I'm trying to figure out where I left them.
Завтра матч, а я забув про розминку — доведеться швидко дійти до спортзалу.	There’s a game tomorrow, and I forgot to warm up — I’ll have to hurry to the gym.
Купив на ринку неймовірно смачні вареники з сиром — вони просто бомба.	I bought incredibly tasty cheese dumplings at the market — they're the bomb.
Я заблукав у центрі міста і не можу знайти трамвай.	I'm lost in the city center and I can't find the tram.
Колега просив перекинути завдання на завтра, але я сказав, що це неможливо.	A coworker asked me to push the task back to tomorrow, but I told him it's not possible.
Я купив круасани в булочній на куті — вони просто божевільні.	I bought croissants at the bakery on the corner — they're crazy good.
Не можу дочекатись вихідних; треба відпочити, але думки не дають спокою.	I can't wait for the weekend; I need to rest, but my mind won't stop buzzing.
Я випадково видалив всю базу з ноутбука — тепер треба відновлювати дані.	I accidentally deleted the whole database from my laptop — now I have to recover the data.
Я переписав звіт тричі, але бляха, цифри все одно не сходяться.	I rewrote the report three times, but damn, the numbers still don't add up.
Сьогоднішній вечір — час для кіно з попкорном.	Tonight's movie night with popcorn.
Як дістатися до станції метро з центру? Підкажеш?	How do I get to the subway station from the center? Any tips?
Купив ноутбук онлайн, але драйвери не хочуть встановлюватися.	I bought a laptop online, but the drivers won't install.
Уяви, сьогодні зайнявся бігом — перший раз за місяць, і дихаю, як паровоз.	Can you imagine, I went for a run today — first time in a month, and I'm wheezing like a locomotive.
Працював пізно над презентацією, бо клієнт просив усе зробити якнайшвидше, а команда чекала підтвердження.	I worked late on the presentation because the client wanted it done as soon as possible, and the team was waiting for confirmation.
Я забув поставити таймер, тепер кухня пахне підгорілою їжею.	I forgot to set the timer, and now the kitchen smells like burnt food.
Як дістатись до вокзалу без карти?	How do you get to the station without a map?
Я схопив кросівки на розпродажі за пару доларів, але вони виявилися занадто вузькими.	I snagged sneakers on sale for a couple of bucks, but they turned out to be too narrow.
Мій ноутбук завис під час важливого дзвінка.	My laptop froze during an important call.
Потяг затримується на півгодини, а я на платформі з трьома сумками.	The train is delayed by half an hour, and I'm on the platform with three bags.
Я тренуюся на скейтборді і кожен трюк завершується падінням.	I'm practicing a skateboard trick and every attempt ends in a fall.
Пишу ще один імейл начальнику: ти вважаєш, що це лаконічно?	I'm drafting another email to the boss: do you think it's concise?
Ці кросівки на розпродажі — справжня знахідка.	These sneakers on sale are a real bargain.
Мій шлунок бурчить — пора їсти, але мені лінь.	My stomach's growling—it's time to eat, but I'm too lazy.
Я заблукав у метро і випадково опинився на іншому кінці міста.	I got lost in the subway and ended up on the other side of the city.
Хтось зламав мій акаунт у цій соцмережі, і тепер там пишуть дивні штуки.	Someone hacked my account on this social network, and now it's posting weird stuff.
Цей борщ взагалі без смаку — кидай сюди більше часнику!	This borscht tastes bland — add more garlic!
Я заскочив на розпродаж і взяв кросівки за півціни.	I hit up the sale and grabbed sneakers for half price.
Після тренування мучить усе тіло, але це того варте.	After the workout, my whole body hurts, but it's worth it.
Три такі дедлайни за тиждень? Дякую, це справжня м’ясорубка.	Three such deadlines in a week? Thanks, it's a real grind.
Забув паспорт — на кордоні панікую.	I forgot my passport — I'm panicking at the border.
Телефон завис і не вмикається, тож я без зв'язку.	The phone froze and won't turn on, so I'm offline.
Замовив кросівки онлайн — прийшли в іншому кольорі.	I ordered sneakers online — they arrived in a different color.
На вихідних вирішив зайнятися бігом, але прокинувся з болем у коліні.	This weekend I decided to start running, but woke up with knee pain.
Слухай, давай швидше — метро вже рушає.	Hey, listen, let's hurry — the subway's already pulling away.
Ця бюрократія на роботі зводить мене з розуму.	This bureaucracy at work is driving me crazy.
Я купив собі крутий чохол для телефону.	I bought myself a cool phone case.
Мені кепсько, здається, я підхопив грип.	I'm feeling lousy; I think I caught the flu.
Я щойно закінчив тренування з баскетболу, і все тіло кричить від втоми.	I just finished basketball practice, and my whole body is screaming from exhaustion.
Та ці дедлайни знову на мене повиснуть? Потрібно швидко зібрати матеріали для презентації.	Those deadlines are going to land on me again? I need to quickly pull together the materials for the presentation.
Не можу повірити, що знову забув вимкнути світло в кухні.	I can't believe I forgot to switch off the lights in the kitchen again.
Чи правда, що наш рейс знову затримується?	Is it true that our flight is delayed again?
Я замовив цю футболку онлайн, але розмір виявився занадто малий.	I ordered this T-shirt online, but the size turned out to be too small.
Я нарешті взявся за хобі — почав малювати аквареллю зранку.	I finally picked up this hobby — started painting in watercolors in the mornings.
Я вийшов гуляти під дощем без парасолі — тепер промок до нитки.	I went out to walk in the rain without an umbrella — now I'm soaked to the skin.
Знову дописую звіт після ночі без сну. Ніхто не читає, але шеф хоче цифри.	I'm finishing up the report again after a night without sleep. Nobody reads it, but the boss wants numbers.
Купив щось на маркетплейсі, але продавець тягне з доставкою — чекаю третій день.	I bought something on that marketplace, but the seller is dragging with the delivery — I've been waiting three days.
Чи реально перенесуть матч через дощ?	Will they really postpone the match because of the rain?
Я нарешті розібрався з VPN і зайшов у соцмережі з іншої країни — таке відчуття, ніби відкрив нове життя.	I finally figured out VPN and logged into social networks from another country — it feels like a whole new life.
Хто затвердив цей дедлайн на п'ятницю о 18:00? Я ще не встиг нормально попити кави.	Who set this deadline for Friday at 6 PM? I haven't even had a proper coffee yet.
Мені щойно надіслали фото твоїх котлет — вони виглядають так смачно, що я готовий переїхати до кухні.	I just got a photo of your cutlets — they look so tasty that I'm ready to move into the kitchen.
Поїздка за місто в суботу — план такий: виїжджати рано, їсти на озері і повертатися ввечері.	A day trip out of town on Saturday — the plan is to leave early, eat by the lake, and come back in the evening.
Ця куртка на розпродажі класна, але розмір не той — чи є обмін?	This jacket on sale is great, but the size isn't right — is there an exchange?
Слухаю новий альбом у метро — чувак поруч підспівує, тепер у мене піднімається настрій.	Listening to a new album on the subway — the guy next to me is singing along, and now I'm in a better mood.
На роботі зараз усе валиться з рук, а начальник знову просить звіт до кінця дня.	Everything's falling apart at work right now, and the boss keeps asking for a report by the end of the day.
Та не повірити: заблукав у торговому центрі, шукаю вихід уже п'ять хвилин.	You won't believe it: I'm lost in the mall and have been looking for the exit for five minutes.
Зараз кайфую від нової гри - графіка нереальна, а мій комп'ютер тупо гуде від навантаження.	I'm hooked on this new game - the graphics are unreal, and my computer is just whirring under load.
Чи влаштовуєш нову традицію - виходити на прогулянку після роботи?	Are you starting a new tradition of going for a walk after work?
Сьогодні в магазині знайшов класне пальто за копійки - виглядає просто шик.	Found a cool coat today for pennies - it looks slick.
Нараду перенесли на наступний тиждень, так що ми, нарешті, можемо трохи відпочити та переглянути пріоритети?	The meeting has been moved to next week, so can we finally take a little break and reassess our priorities?
Піду в спортзал після роботи, якщо мене ніхто не зупинить.	I'm headed to the gym after work, unless someone stops me.
Чи ти бачив мою валізу на конвеєрі? Може десь загубилась.	Did you see my suitcase on the conveyor belt? Maybe it's gotten lost somewhere.
Я купив новий чохол для телефону з того маркетплейсу, але він не підходить.	I bought a new phone case from that marketplace, but it doesn't fit.
У нашому офісі так душно, що я готовий продати легеню, аби відкрити хоча б вікно.	Our office is so stuffy that I'd sell a lung just to open at least one window.
Я весь день намагаюся зателефонувати тобі, але твій телефон мовчить.	I've been trying to call you all day, but your phone is silent.
Хочеш вийти з друзями на барбекю в парку цього вікенду чи залишитися вдома?	Do you want to go out with friends for a barbecue in the park this weekend or stay home?
Цей новий трек з таким басом заводить мене — хочу танцювати прямо зараз.	This new track with that bass has me pumped — I want to dance right now.
Потрібна порада: купувати новий ноутбук чи апгрейдити відеокарту в нинішньому?	I could use some advice: should I buy a new laptop or upgrade the video card in my current one?
Я зареєструвався на міський марафон, але хвилююся, чи зможу дійти до фінішу.	I signed up for the city marathon, but I'm worried whether I can make it to the finish.
Колеги, чекаю вашого фідбеку до кінця дня.	Team, I’m waiting for your feedback by the end of the day.
Я нарешті зварив борщ і зробив його таким густим, що його вистачить на тиждень.	I finally cooked borscht and made it so thick that it’ll last me a week.
Їду на вокзал, але забув документи вдома.	I’m heading to the train station, but I forgot my documents at home.
Я оновив драйвери, але комп знову падає під час гри.	I updated the drivers, but the PC keeps crashing during the game.
Я у захваті від нового альбому — слухаю його знову й знову.	I’m hooked on the new album — I’m listening to it on repeat.
Заблукав у старому районі й не можу знайти дорогу до метро.	I got lost in the old district and can't find my way to the subway.
Я тут тиняюся між полицями й не можу зупинитися на одному товарі.	I'm wandering around the shelves and can't settle on one item.
На стадіоні ледь тримаюся на ногах після фіналу — такий марафон не для слабаків.	I'm barely standing on my feet at the stadium after the final— that kind of marathon isn't for the weak.
Пишу з офісу: клієнт знову міняє вимоги, але ми впевнено тримаємо дедлайн.	I'm writing from the office: the client keeps changing the requirements, but we're sticking to the deadline.
Мій старий телефон зависає кожні півхвилини — треба з цим щось робити.	My old phone keeps freezing every half a minute — I’ve got to do something about it.
Завтра їду в Карпати на вихідні, і забув взяти карту.	Tomorrow I'm heading to the Carpathians for the weekend, and I forgot to grab a map.
Серйозна проблема з сервером — ніхто не відповідає.	There's a serious server problem — no one's responding.
Ти бачив той мем із котиком? Обожнюю його.	Have you seen that cat meme? I love it.
Я випадково зіпсував соус, доведеться додати більше спецій, щоб врятувати страву.	I accidentally ruined the sauce; I’ll just add more spices to save the dish.
Прокинувся з головним болем, треба гарячого чаю та відпочинку.	I woke up with a headache, I need some hot tea and a bit of rest.
Цього тижня дедлайн шалено близько; здається, я вичавлюю з себе останні нерви.	This week the deadline is insanely close; I feel like I'm squeezing out the last of my nerves.
Ти серйозно збираєшся дивитися це шоу без мене? Я його точно не пропущу.	Are you seriously going to watch this show without me? I’m definitely not skipping it.
Зайшов у крамничку за батоном — пахло свіжою випічкою, ніби у бабусі.	I ducked into the shop for a loaf — it smelled like fresh-baked bread, just like grandma's.
Я нарешті освоїв новий тренажер і відчуваю себе сильніше.	I finally got the hang of the new gym machine and feel stronger.
Цей чат-бот кращий за моїх друзів — ніби читає мої думки.	This chatbot is better than my friends — as if it reads my mind.
Потрібно реально прискорити темп — дедлайн цього тижня під боком. Зробимо швидку нараду зараз?	We really need to speed things up—the deadline is looming this week. Shall we have a quick meeting right now?
Я забув вимкнути світло в кухні, тепер сусіди думають, що у нас тут вечірка.	I forgot to turn off the kitchen light, now the neighbors think we're having a party.
Купив квиток на поїзд онлайн, але касир накрутив ціну, бо я турист.	I bought a train ticket online, but the clerk hiked up the price because I'm a tourist.
Мій телефон завис, не можу навіть відповісти на повідомлення.	My phone froze, I can't even reply to messages.
Не хочу більше слухати твоїх відмовок; зроби свій вибір тут і зараз.	I don't want to hear your excuses anymore; make your choice here and now.
Дедлайн на завтра, а я все ще не розібрався з цим багом.	The deadline is tomorrow, and I still haven't figured out this bug.
Ми з подругою годинами листуємось у соцмережах і сміємося над старими фото.	My friend and I have been scrolling through social media for hours, laughing at old photos.
Як дійти до станції метро? Питаю кожного, але ніхто не може дати точну відповідь.	How do I get to the metro station? I ask everyone, but no one can give me a precise answer.
Я замовив щось онлайн, але забув ввести промокод.	I ordered something online, but I forgot to enter the promo code.
Після забігу коліна болять — чи варто звертатися до лікаря, чи просто відпочити?	My knees hurt after a run — should I see a doctor, or just rest?
На роботі зараз повний хаос: сервер падає, начальник кричить.	Right now at work it's total chaos: the server's crashing and the boss is shouting.
Дім під зав'язку безладний, а кіт настирливо просить їжу.	The house is a total mess, and the cat is nagging for food.
Їхав у подорож на вихідні, але забув зарядку — телефон сяде.	I was heading out for a weekend trip, but I forgot my charger—the phone's going to die.
Зайшов у магазин і знайшов крутезну знижку на джинси — 30%.	I swung by the store and found a killer deal on jeans—30% off.
Граєш у баскетбол після роботи з друзями — кайф чи не так?	Do you play basketball after work with friends—it's a blast, isn't it?
Працюю над дедлайном, але начальник знову кидає мені нові завдання.	I'm racing to meet the deadline, but the boss keeps piling on new tasks.
Їду на велосипеді через місто на світанку, насолоджуючись тишею.	I'm riding my bike through the city at dawn, enjoying the quiet.
У супермаркеті знайшов шалені знижки на овочі — купив три пакети одразу.	In the supermarket, I found crazy discounts on vegetables and bought three bags at once.
Мій телефон знову завис, довелось перезавантажити його.	My phone froze again; I had to restart it.
Сьогодні на кухні зробив паніні з сиром — вийшло реально смачно.	Today in the kitchen I made a cheese panini; it turned out really tasty.
Бляха, знову зламався принтер у офісі — чекаю, поки закінчиться черга.	Damn, the printer in the office broke again — waiting for the line to clear.
У метро так душно, як у банці з тунцем. Може, вийдемо на повітря?	The subway is so stuffy, like a can of tuna. Maybe we should step outside for some air?
Замовив суші онлайн, але статус доставки завис.	I ordered sushi online, but the delivery status is stuck.
Цими вихідними беру участь у забігу на 10 км — хочу побити свій особистий рекорд.	This weekend I'm taking part in a 10k run — I want to beat my personal best.
Мій улюблений плейлист з телефону зник, де він подівся?	My favorite playlist on my phone disappeared—where did it go?
Чи бачив ти прогноз на наші вихідні? Кажуть, буде дощ.	Have you seen the forecast for our weekend? They say it's going to rain.
Купив флешку за копійки — вона вже почала глючити під час копіювання.	I bought a USB drive for pennies — it's already glitching during copying.
Ми з другом нарешті помирилися після того приколу — вибачень було вдосталь.	My friend and I finally made up after that prank — there were apologies all around.
Сьогодні вперше за місяць зайнявся спортом: зробив вправи на прес і трохи підтягнувся.	Today I finally worked out for the first time in a month — did some ab work and a few pull-ups.
Завтра виходить новий сезон мого улюбленого серіалу — не можу дочекатися.	The new season of my favorite series drops tomorrow — I can't wait.
Неймовірно, але в метро знову заклинили турнікети.	Unbelievably, the subway turnstiles are jammed again.
Я згадую дитинство, коли ми грали у дворі до темної пори.	I remember my childhood when we played in the yard until it got dark.
Хтось продає на блошиному ринку дешеві сувеніри, але вони розчаровують.	Someone is selling cheap souvenirs at the flea market, but they're disappointing.
Команда зійшла з розуму після поразки, але тренер нас підбадьорив.	The team fell apart after the defeat, but the coach encouraged us.
Я спробував новий рецепт пасти з трюфелем, і це було неймовірно смачно.	I tried a new truffle pasta recipe, and it was incredibly delicious.
Сьогодні на роботі реально напружено: бос вимагає детальний звіт за минулий тиждень.	Today at work it's really stressful; the boss wants a detailed report for last week.
Дивлюся на годинник: вже північ, а я все ще читаю форуми.	I'm looking at the clock: it's already midnight, and I'm still browsing forums.
Завтра вирушаю в подорож потягом — планую зупинитися в маленькому містечку на ніч.	Tomorrow I'm taking a train trip — I plan to stop in a small town for the night.
Заходив у магазин за батоном, молоком та шоколадкою.	I stopped by the store for bread, milk, and a chocolate bar.
Ей, ти бачив новий трейлер до фільму? Він просто бомба!	Hey, did you see the new trailer for the movie? It's the bomb!
Слухай, цей звіт мене вбиває: цифри не сходяться, а клієнт уже чекає.	Listen, this report is killing me: the numbers don't add up, and the client is already waiting.
Я сьогодні забув вимкнути плиту після вечері. Кухня в димі — я в паніці.	I forgot to turn off the stove after dinner today. The kitchen is smoky — I'm freaking out.
У поїзді так шумно, як в метро в годину пік — чи хтось знає, коли нарешті затихне?	The train is so loud, it's like the subway at rush hour — does anyone know when it will finally quiet down?
Купив нову куртку на розпродажі — виявилося, розмір не той, повернув.	I bought a new jacket on sale — turns out the size wasn't right, so I returned it.
Сьогодні зробив перший підхід з гирею — відчуваю себе чемпіоном.	Today I did my first set with the kettlebell — I feel like a champion.
Купи мені щось смачненьке з магазину.	Grab me something tasty from the shop.
На роботі зараз суцільний хаос, але начальники цього не визнають.	Work's a total mess right now, but the bosses won't admit it.
Я застряг на станції метро — поїзди не їздять уже півгодини, і я злюсь.	I'm stuck at the subway station—the trains haven't been running for half an hour, and I'm pissed.
Цей додаток лагає, пароль не приймає, і я вже на межі.	This app is lagging, the password won't log me in, and I'm at my limit.
Я вперше за місяць пробіг у парку — серце стукає, але кайф.	First time in a month I ran in the park—my heart's pounding, and it feels great.
Працюю над звітом до півночі — ніяк не можу зупинитися.	I'm burning the midnight oil on this report and I can't stop.
Купив квиток на потяг до Львова, але забув взяти паспорт.	I bought a train ticket to Lviv, but I forgot to bring my passport.
Я спробував нову піцу: тонке тісто, гаряча начинка і сир тягнеться.	I tried a new pizza—thin crust, hot toppings, and cheese that melts.
Слухай, зараз не найкращий момент, але ти мені не байдужий.	Listen, this isn't the best moment, but you matter to me.
Я завів новий акаунт на стрімінговому сервісі, але інтерфейс глючить.	I signed up for a new streaming service, but the interface keeps glitching.
Потяг уже годину затримують, а я голодний до смерті.	The train has been delayed for an hour, and I'm starving.
Я випадково видалив з презентації ключовий слайд під час наради.	I accidentally deleted a key slide from the presentation during the meeting.
Ми з другом поругались, хто забрав останній шматок піци з холодильника.	My friend and I squabbled over who took the last slice of pizza from the fridge.
Телефон розрядився прямо під час онлайн-турніру, ну й що тепер?	My phone died right in the middle of an online tournament, so what's next?
Сьогодні пробую новий рецепт борщу за бабусиним секретом, але виходить щось зовсім не те.	Today I'm trying a new borscht recipe using grandma's secret, but it's turning out all wrong.
Дедлайн близько, а код ламається кожну хвилину.	The deadline's tight, and the code keeps crashing every minute.
Я нарешті розібрався з поламаною розеткою на кухні, і тепер світло є.	I finally fixed the broken outlet in the kitchen, and now we have light.
Після двох пересадок я нарешті дістався до вокзалу.	After two transfers, I finally reached the station.
Я забув зменшити вогонь, і піца підгоріла.	I forgot to turn down the heat, and the pizza burned.
Вона не відповідає на мої СМС уже годину; я починаю хвилюватися.	She hasn't replied to my texts for an hour; I'm starting to worry.
Я закінчу звіт сьогодні, а потім піду перекусити з командою біля офісу.	I'll finish the report today, then go grab a bite with the team near the office.
Як ми доберемось до порту без карти? Таксист стверджує, що знає дорогу.	How are we getting to the port without a map? The taxi driver says he knows the way.
Ці кросівки виглядають круто, але вони на піврозміру більші.	These sneakers look cool, but they're half a size too big.
Телефон знову глючить: він зависає під час запису, а фото виходять ніякі.	The phone is glitching again: it freezes while recording, and the photos turn out crappy.
Я скучив за тобою, давай в неділю зробимо пікнік на березі річки, ок?	I miss you; let's do a picnic by the riverside this Sunday, okay?
Хочеш піти з нами на вихідні за місто?	Wanna tag along with us out of town this weekend?
Цей дедлайн мене вбиває, але ми впораємось.	This deadline is killing me, but we’ll pull it off.
Я знайшов ту куртку за 30 доларів у секонд-хенді — нормальна ціна?	I found that jacket for 30 bucks at the thrift store— is that a good price?
Я настільки голодний, що міг би з'їсти коня.	I'm so hungry I could eat a horse.
Хто вже бачив останній епізод серіалу? Як тобі?	Who’s already seen the latest episode of the series? How did you like it?
Ох, цей маршрут справді витягує нерви.	Ugh, this route is really getting on my nerves.
Колеги сваряться через дрібниці, а дедлайни наздоганяють.	Colleagues are snapping at each other over petty stuff, and the deadlines are closing in.
Купив нову камеру з розпродажу, але в комплекті нема батарейки.	I bought a new camera on sale, but it didn't come with a battery.
Ти реально забув наші вихідні?	Did you seriously forget our weekend plans?
Я спробував новий рецепт тако з гострим соусом — вийшло кайфово.	I tried a new taco recipe with a spicy sauce — it turned out awesome.
Бляха, я знову забув вимкнути світло перед виходом.	Damn, I forgot to turn off the lights before leaving again.
На роботі зірвалася презентація, тож зараз переписую її з нуля.	The presentation crashed at work, so I'm rewriting it from scratch.
Я замовив доставку їжі на вечерю, але кур'єр заблукав між кварталами.	I ordered dinner delivery, but the courier got lost wandering around the neighborhood.
Після сходження на гору я ледве дихав, але вид відплатив за зусилля.	After climbing the mountain, I was gasping, but the view was worth the effort.
Хочеш влаштувати похід на вихідні? Я за — буде епічно.	Wanna plan a hike for the weekend? I'm in—it's going to be epic.
У нас дедлайни на цьому тижні, тож треба закрити задачу до вечора.	We’ve got deadlines this week, so we need to finish the task by tonight.
Я випадково купив дві пляшки молока, бо злякався, що закінчиться.	I accidentally bought two bottles of milk because I panicked we'd run out.
Мій рейс знову затримується, вже три години чекаю в аеропорту.	My flight got delayed again; I've been waiting at the airport for three hours.
Я стомився, як кінь після 5 км бігу — давай зробимо перерву.	I'm tired as a horse after running 5 km — let's take a break.
Я переплутав паролі і тепер не можу увійти в акаунт на телефоні.	I've mixed up my passwords and now I can't log into my account on my phone.
Клієнт набрав — дедлайни піджимають, зробимо презентацію до обіду.	The client called — deadlines are tight; we'll put together the presentation by noon.
Я не можу знайти свої окуляри, вони загубились десь між подушками на дивані.	I can't find my glasses, they're somewhere under the cushions on the couch.
У метро так жарко, що я ледь не знепритомнів.	The subway is so hot I almost fainted.
Замовив онлайн джинси, але розмір не підійшов.	I ordered jeans online, but the size didn't fit.
Я збираюся пограти в теніс із другом після роботи.	I'm going to play tennis with a friend after work.
На роботі знову залипнув над звітом, числа не сходяться, і нерви на межі.	At work I'm stuck on the report again; the numbers don't add up and my nerves are on edge.
Ми з дружиною посварилися через те, що піца перепеклася.	My wife and I argued because the pizza got burnt.
Побачив стару знайому на вокзалі, але ми не розмовляємо роками — дивний момент.	I ran into an old friend at the station, but we haven't spoken in years—such a weird moment.
Купив новий телефон онлайн, ціна куснула, але доставили вчасно.	I bought a new phone online, the price bit me, but it arrived on time.
Перший день у залі після відпустки — вмираю від присідань, але кайф.	First day in the gym after vacation — I'm dying from squats, but it feels great.
Заблукав на вокзалі в чужому місті. Хтось підкаже, куди йти?	I got lost at the train station in a city I don't know. Can someone tell me which way to go?
Цей сайт тупо повільний, а мені треба зробити подарунок до завтра.	This site is insanely slow, and I need to buy a gift by tomorrow.
Сьогодні вперше зайнявся скелелазінням — висота лякає, але кайф.	Today I tried rock climbing for the first time — the height freaks me out, but it's a thrill.
Чесно кажучи, ти мені все більше подобаєшся.	Honestly, I like you more and more.
Ок, йдемо.	Okay, let's go.
У нас сьогодні дедлайн, і ми ніяк не закінчуємо.	We have a deadline today, and we just can't finish.
Коханий, не забудь купити молока по дорозі додому з роботи.	Honey, don't forget to buy milk on your way home from work.
Після роботи заскочимо на базар — потрібна свіжа кинза?	After work, shall we swing by the market — do we need some fresh cilantro?
Сьогодні на тренуванні зробив крутий забіг, але ноги ще гудять.	Today at training I did a killer run, but my legs are still sore.
Почав дивитися новий серіал, але реклама дратує.	I started watching a new series, but the ads are annoying.
Фу, яка сьогодні спека.	Ugh, it's so hot today.
Завтра дедлайн, а я все ще не дописав звіт.	Deadline's tomorrow, and I still haven't finished the report.
Я вчора купив нові кросівки й досі не розпакував коробку.	I bought new sneakers yesterday and I still haven't opened the box.
Сьогодні ми виграли матч на останній хвилині.	We won the match in the last minute today.
Я пробую новий додаток для вивчення мов — він крутий, і справді працює.	I'm trying a new language-learning app — it's pretty cool, and it actually works.
Я пропустив ранкову нараду, бо проспав будильник.	I missed the morning meeting because I overslept.
Мій настрій впав, коли відкрив рахунок за електрику.	My mood dropped when I opened the electricity bill.
Чи ти вже купив квиток на потяг?	Have you bought a train ticket yet?
Я вчора полював за розпродажем кросівок, але все розібрали.	I was chasing sneakers on sale yesterday, but everything sold out.
Скуштував новий борщ з копченою ковбаскою — це просто бомба.	I tried a new borscht with smoked sausage—it's a total bomb.
Дедлайн на носі, менеджер знову вимагає правки — так і живемо, працюю на повну.	Deadline's on the horizon, and the manager keeps demanding edits—this is life, I'm pushing full speed.
Їхати з вокзалу до аеропорту — багаж під контролем, але черги на реєстрацію — окремий вид спорту.	Heading from the train station to the airport — my luggage is under control, but the check-in queues are a whole sport.
Замовив онлайн куртку, але розмір не підійшов — доведеться повертати і шукати іншу.	I ordered a jacket online, but the size didn't fit — I'll return it and look for another one.
Грали у міні-футбол на дворі — я промахнувся повз ворота, але кайф від гри того вартий.	We played street futsal in the yard — I shot wide of the goal, but the thrill of the game was worth it.
Спробував новий рецепт пасти з часником і лимоном — це бомба, неймовірно смачно.	I tried a new pasta recipe with garlic and lemon — it's a bomb, incredibly tasty.
Я забув надіслати звіт, тепер панікаю: треба швидко його дописати.	I forgot to send the report, now I'm panicking: I need to finish it quickly.
Завтра їдемо на поїзді кудись далеко, але квитки ще не купили — треба шукати на місці.	We're headed by train somewhere far tomorrow, but we haven't bought tickets yet — we need to grab them on the spot.
Цей телефон ніби має свої плани: знову перезавантажується посеред важливої зустрічі.	This phone seems to have its own plans: it keeps rebooting in the middle of an important meeting.
Хочу піти на пробіжку, але дощ ллє так, що доводиться залишитися вдома.	I want to go for a run, but the rain's pouring so hard that I have to stay home.
Мій ноутбук знову видає помилку, і я можу працювати тільки через телефон.	My laptop is giving an error again, and I can only work on my phone.
Бляха, знову проспав будильник і прибіг на роботу в останню хвилину.	Damn, I slept through the alarm again and rushed to work at the last minute.
Пів дня шукаю помилку в коді, але тест не запускається.	I've spent half the day looking for a bug in the code, but the test won't run.
Я взяв кросівки за знижкою, але розмір не мій, продавець тягне з обміну.	I grabbed sneakers on sale, but the size isn't mine, and the seller's dragging out the exchange.
Дощ ляпає по обличчю під час тренування на вулиці, але команда не збирається зупинятись.	The rain's beating me in the face during outdoor training, but the team isn't about to stop.
Ти кажеш, що між нами все ок, але чому тоді таке відчуття?	You say we're all good, but why do I feel like something's off?
Я застряг у пробці біля вокзалу і пропущу свій поїзд.	I'm stuck in a traffic jam near the train station, and I'm going to miss my train.
Купив собі кросівки зі знижки — виявилось, що вони натирають.	I bought sneakers on sale — turns out they rub and blister my feet.
Наш принтер знову барахлить, і мені терміново потрібні копії важливих документів.	Our printer is acting up again, and I urgently need copies of the important documents.
Готую борщ за сімейним рецептом, але мама каже, що він ніколи не виходить так само.	I'm making borscht from the family recipe, but mom says it never turns out the same.
Я тренуюся до маратону, але ноги ще болять після минулої тренувальної пробіжки.	I'm training for a marathon, but my legs still hurt from the last training run.
Не парься, я розберуся, як зробити це зашвидше.	Don't sweat it, I'll figure out how to do this faster.
Я загубився в центрі міста і не можу знайти вихід.	I'm lost in the city center and I can't find my way out.
Це не баг, а фіча.	This isn't a bug, it's a feature.
Хто тут любить піцу з анчоусами? Це реально на любителя.	Who here likes anchovy pizza? It's really an acquired taste.
Мені треба взяти відпустку наступного тижня, але бос ще не схвалив.	I need to take a vacation next week, but the boss hasn't approved it yet.
Чи можеш підкинути мене до аеропорту завтра рано? Я не хочу пропустити рейс.	Can you drop me off at the airport tomorrow morning? I don't want to miss the flight.
У мене на роботі зараз стресова тиждень, але ми все встигнемо.	It's a stressful week at work, but we'll get everything done on time.
Замовив суші онлайн, а кур’єр вже годину як підкотився.	I ordered sushi online, and the courier rolled up about an hour ago.
Ціна на цей ноутбук впала на 20%, але я все одно вагаюся.	The price of this laptop dropped by 20%, but I'm still on the fence.
Після тренування ноги гудять, але я задоволений результатом.	After the workout, my legs are sore, but I'm happy with the result.
