source	target
Ako to zvládaš, keď sa ti všetko sype naraz?	Как ты справляешься, когда всё валится сразу?
Potrebujem nový batoh na jar, starý mi už škrípe.	Мне нужен новый рюкзак на весну, старый уже скрипит.
Včera som zase zmeškal bus a čakal som pol hodiny na nádraží.	Вчера снова пропустил автобус и ждал полчаса на вокзале.
Neboj sa, zvládneme to spolu, len trpezlivosť a kávu.	Не волнуйся, мы справимся с этим вместе, главное — терпение и кофе.
Chcel by som si vyskúšať nový šport – squash, zatiaľ som neskúsený.	Хочу попробовать новый вид спорта — сквош; пока ещё не разбираюсь.
Mám toho po krk, dnes už nevládzem.	У меня по горло дел, сегодня уже не могу.
Ticho, nepotrebujem rozprávanie, idem spať.	Тише, мне не нужны разговоры, пойду спать.
Vieš, nie som zvyknutý na takéto správanie.	Знаешь, я не привык к такому поведению.
Máš náhradné kľúče od auta?	У тебя есть запасной ключ от машины?
Počkaj, ešte raz to skúšam.	Подожди, ещё раз попробую.
Dohodnime sa na termíne, inak to celé zhavaruje.	Договоримся о сроке, иначе всё развалится.
Kúp si nový notebook, ten starý už ide do kopru!	Купи себе новый ноутбук — старый уже идёт на помойку!
Zvládneme tú trasu pešo bez prestávky?	Справимся пройти этот маршрут пешком без остановок?
Nechajme to tak, možno si len potrebujeme oddýchnuť.	Оставим всё как есть, может, нам просто нужно отдохнуть.
Počkaj, ten súbor načítava už tri minúty.	Подожди, этот файл загружается уже три минуты.
Dnes večer idem na koncert, som fakt nadšený.	Сегодня вечером иду на концерт, я реально рад.
Musím dodržať termín, inak to celé zničím.	Мне нужно уложиться в срок, иначе всё разрушу.
Kde si nechal pas?	Где ты оставил паспорт?
Včera som si kúpil nový smartfón, som z toho nadšený.	Вчера купил новый смартфон, от этого в восторге.
Keď prší, radšej ostanem doma a pozerám seriály.	Когда идёт дождь, лучше останусь дома и буду смотреть сериалы.
Kde si ich dal? Nemôžem ich nájsť.	Где ты их положил? Не могу их найти.
Idem na bežný nákup, nič zvláštne sa nestane.	Иду за обычными покупками, ничего особенного не произойдёт.
Včera sme hrali futbal a ja som dal gól.	Вчера мы играли в футбол, и я забил гол.
Môj nový telefón ma sere, batéria sa rýchlo vybíja.	Мой новый телефон меня бесит, батарея быстро разряжается.
Objednali sme si sushi a vyšlo to draho.	Мы заказали суши, и это обошлось дорого.
Ako sa máš dnes?	Как ты сегодня поживаешь?
Včera som zmešal vlak a musel som čakať tri hodiny.	Вчера я пропустил поезд и мне пришлось ждать три часа.
Kúpil som si nové tenisky, ale tlačia ma na pätách.	Купил новые кроссовки, но жмут мне пятки.
Dnes som mal ťažké stretnutie so zákazníkom a ani som netušil, že to dopadne tak zle.	Сегодня у меня была тяжёлая встреча с клиентом, и даже не представлял, что всё обернётся так плохо.
Skúšam nový recept na kari s kokosovým mliekom, a aj keď som mal obavy, výsledok bol naozaj skvelý.	Пробую новый рецепт карри с кокосовым молоком, и даже несмотря на сомнения, результат действительно получился отличным.
Idem do práce a zrazu mi docvaklo, že som zabudol kľúče.	Я иду на работу, и вдруг понял, что забыл ключи.
Nemal som raňajky a cesta vlakom bola ako večnosť.	У меня не было завтрака, и поездка на поезде казалась вечностью.
V obchode som našiel superšportové topánky, ale cena ma poriadne trafila.	В магазине я нашёл крутые спортивные кроссовки, но цена сильно ударила по кошельку.
Rozčúlilo ma, že mi partner celý deň neodpísal správu.	Разозлило меня, что мой партнёр весь день не ответил на сообщение.
Používam starý telefón a občas mi vypovedá Wi‑Fi.	У меня старый телефон, и иногда Wi‑Fi отказывается работать.
Musím dnes dokončiť ten projekt, inak ma vyhodia.	Мне сегодня нужно закончить этот проект, иначе меня уволят.
Rád ťa vidím, vždy mi zlepšíš deň.	Рад тебя видеть, ты всегда поднимаешь мне настроение.
Si ten najväčší parťák na svete, dnes ma fakt rozosmial.	Ты самый клёвый напарник на свете, сегодня ты меня реально рассмешил.
Mám problém s telefónom, sám sa zapína a nič na to nemôžem urobiť.	У меня проблема с телефоном: он сам включается, и я ничего не могу с этим поделать.
Na trhu som ochutnal nový druh syra a je famózny.	На рынке попробовал новый сорт сыра — он потрясающий.
Kde je najbližšia zástavka autobusu, prosím?	Где ближайшая автобусная остановка, пожалуйста?
Musím dokončiť projekt do piatka, inak ma vyhodia.	Мне нужно закончить проект к пятнице, иначе меня уволят.
Milujem ťa, ale dnes si ma poriadne vytočil.	Я тебя люблю, но сегодня ты меня действительно разозлил.
Včera som si kúpil nové tenisky a sú super, len veľkosť mi nesedí.	Вчера я купил новые кроссовки — они классные, но размер мне не подходит.
Zase mi zamrzol počítač, čo s tým mám robiť?	У меня снова завис компьютер, что мне с этим делать?
Zajtra musím ten projekt dokončiť, inak ma vyhodia.	Завтра мне нужно доделать этот проект, иначе меня уволят.
Doma mi došiel plyn, idem variť na elektrickej platni.	Дома кончился газ, пойду готовить на электрической плите.
Na stanici mi ušiel vlak, lebo som zaspal budík.	На вокзале поезд ушёл, потому что я проспал будильник.
V obchode s elektronikou som si skúšal slúchadlá, ale žiadne mi nesedeli.	В магазине электроники примерял наушники, но ни одни не подошли.
Hej, vieš, čo sa stalo na koncerte včera? Bolo to fakt šialené.	Эй, знаешь, что произошло на концерте вчера? Это было реально безумно!
Som na výlete a zrazu sme stratili mapu, čo teraz robíme?	Я на экскурсии, и вдруг мы потеряли карту — что нам теперь делать?
Musím to stihnúť do konca dňa, inak sa šéf zblázni.	Мне нужно уложиться до конца дня, иначе шеф сойдет с ума.
Na trhu som kúpil čerstvé marhule a bol som z toho úplne nadšený.	На рынке купил свежие абрикосы и был от этого в полном восторге.
Skúšal som dnes novú appku na učenie jazykov, je to fakt šupa.	Сегодня попробовал(а) новое приложение для изучения языков — это реально крутая штука.
Pozri, potrebujem kľud, idem spať, som úplne vyčerpaný.	Слушай, мне нужен покой, пойду спать, я совсем вымотан.
Zvládol si ten nový projekt v práci?	Ты справился с этим новым проектом на работе?
Dnes je toho naozaj veľa a ty sa stále nič nerobíš.	Сегодня реально много дел, а ты всё ещё ничего не делаешь.
Chcel by som si urobiť víkendový výlet autom, ale bojím sa, že sa zaseknem v kolóne.	Хочу съездить на выходные на машине, но боюсь, что застряну в пробке.
Používam starý telefón a občas ma to štve.	У меня старый телефон, и иногда меня это бесит.
Hral som dnes basketbal a skoro som si vyrazil sval.	Сегодня я играл в баскетбол и почти потянул мышцу.
Máme dnes dôležitú schôdzu v práci, snáď to dopadne dobre.	У нас сегодня важная встреча на работе, надеюсь, всё получится.
Neviem, prečo mi ten nový softvér vymaže všetky dáta z telefónu.	Не понимаю, почему этот новый софт стирает все данные с телефона.
Dcéra mi práve volá, že potrebuje pomoc s domácou úlohou.	Дочь мне сейчас позвонила, ей нужна помощь с домашним заданием.
Objednal som si lístky na vlak do Prahy na budúci týždeň.	Я заказал билеты на поезд в Прагу на следующей неделе.
Bez kávy dnes ráno neviem existovať, potrebujem ju viac než vzduch.	Без кофе сегодня утром не могу существовать, он нужен мне больше воздуха.
Prečo si to vzal zo stola bez dovolenia?	Почему ты взял это со стола без разрешения?
Dnes večer cestujem a zabudol som nabíjačku k telefónu.	Сегодня вечером еду и забыл зарядку к телефону.
Tento tréning bol náročný, ale zvládol som to.	Этот тренинг был напряжённый, но я справился.
Mám ťa rád, aj keď občas z teba robím šaša, len pre zábavu.	Я люблю тебя, даже когда порой делаю из тебя дурачка, ради забавы.
Včera ma ta diskusia na fóre fakt naštvala.	Вчера меня реально злит эта дискуссия на форуме.
Idem domov, konečne si dám pauzu.	Иду домой, наконец-то сделаю перерыв.
Ten projekt ma položil, fakt som z toho unavený.	Этот проект выбил меня из сил, реально устал.
Keď ma dnes prepadne únava, vybehnem von na krátku prechádzku.	Если меня сегодня одолеет усталость, выбегу на короткую прогулку.
Vieš ma niekedy nasrať, keď mi neposielaš tie dokumenty.	Знаешь, иногда бесишь меня, когда не посылаешь эти документы.
Kúp si ten vankúš, nie je to drahé a zlepší ti spánok.	Купи себе подушку, это недорого и улучшит твой сон.
Dnes večer idem na beh, beriem so sebou tenisky a pozitívnu náladu.	Сегодня вечером иду на пробежку, беру с собой кроссовки и позитивное настроение.
Prestaň ma otravovať a nechaj ma chvíľu dýchať.	Перестань меня надоедать и дай мне немного передышки.
Zajtra ráno idem autom na služobnú cestu, treba si pripraviť playlist.	Завтра утром еду на служебную поездку на автомобиле, нужно подготовить плейлист.
Mám chuť na pizzu, objednáme si ju domov alebo pôjdeme do mesta?	Хочется пиццы, закажем её домой или пойдем в город?
Ten nový softvér ma štve, neviem nájsť, ako sa nastaví zdieľanie súborov.	Этот новый софт меня бесит, не могу найти, как настроить общий доступ к файлам.
Dnes som z tej prezentácie úplne mimo, vôbec nič nerozumiem.	Сегодня я совсем запутался из-за этой презентации, вообще ничего не понимаю.
Hej, nemáš náhodou mapu? Stratili sme sa v meste.	Эй, у тебя случайно нет карты? Мы заблудились в городе.
Včera som bol v tej bratislavskej reštaurácii a ten burger bol doslova bomba.	Вчера побывал в том ресторане в Братиславе — бургер был настоящей бомбой.
Objednal som si nový mobil online, ale kurier ešte nedorazil.	Я заказал новый телефон онлайн, но курьер ещё не приехал.
Trénujem každý deň, ale dnes ma dosť bolí ľavá noha.	Я тренируюсь каждый день, но сегодня левая нога довольно сильно болит.
Hej, konečne mi pošli ten plán, už sa to ťahá týždeň.	Эй, наконец-то пришли мне этот план — уже неделя идёт.
Kúpil som si boty za polovicu ceny, vyzerajú skvelo.	Я купил ботинки за полцены, выглядят круто.
Notebook mi seká, vždy keď pracujem.	Ноутбук зависает, когда я работаю.
Neviem, či sa mi ešte oplatí s tebou ostať.	Не знаю, стоит ли мне ещё с тобой оставаться.
Vieš, že musíš začať cvičiť dnes, inak nič nezvládneme.	Знаешь, что сегодня нужно начать тренироваться, иначе ничего не получится.
To je úplne blbosť.	Это полная ерунда.
Počúvaj, poďme na trening ešte dnes večer, lebo zajtra mám zápas.	Слушай, давай на тренировку ещё сегодня вечером, потому что завтра матч.
Mám hlad ako vlk, idem si kúpiť niečo rýchle.	Голодаю, как волк, пойду перекусить чем‑то быстрого.
Kúp si nový telefón, lebo ten starý ti už neslúži.	Купи себе новый телефон, потому что старый тебе уже не годится.
Tá diskusia v kancelárii ma doráža, nech už to skončí.	Эта дискуссия в офисе меня достала — пусть уже кончится.
Dnes ráno som vybehol z domu bez kľúčov.	Сегодня утром я выскочил из дома без ключей.
V robote máš nový projekt a potrebuješ spraviť prezentáciu na stredu?	На работе у тебя новый проект, и нужно сделать презентацию к среде?
Na výlete v horách sme zabudli zobrať mapu a blúdili sme tri hodiny.	Во время похода в горах мы забыли взять карту и блуждали три часа.
Včera som objavil v supermarkete skvelú zľavu na syr.	Вчера я нашёл в супермаркете отличную скидку на сыр.
Vyskúšal som novú videohru a zistil som, že technické problémy ma poriadne vytočili.	Я попробовал новую видеоигру и понял, что технические проблемы меня реально выводят из себя.
Tento projekt ma sere, nič mi nejde a termín sa krúti.	Этот проект меня бесит, ничего не выходит и срок поджимает.
Zase mi padol internet, celý deň nič nefunguje.	Снова упал интернет, целый день ничего не работает.
Keď pôjdeš vlakom, skontroluj si lístok.	Когда поедешь на поезде, проверь билет.
Dnes večer si spolu zahráme videohru a dáme si pizzu.	Сегодня вечером вместе поиграем в видеоигру и закажем пиццу.
Môj nový koníček je fotografovanie a už uvažujem o prvej výstave.	Моё новое увлечение — фотография, и я уже думаю о первой выставке.
Máme dnes v práci poriadny chaos, nikto nič nerobí.	У нас сегодня на работе настоящий хаос, никто ничего не делает.
Ráno mrzne.	Утро морозное.
Neviem, či s ním mám zostať alebo odísť.	Не знаю, остаться ли с ним или уйти.
Včera som skúšal nový recept a vyzeral hrozne, no chutil výborne.	Вчера я пробовал новый рецепт: выглядел ужасно, но на вкус оказался отличным.
Kúpili sme si nový router a konečne to šľape ako pán.	Мы купили новый роутер, и теперь всё работает как часы.
Musím dnes ísť vlakom do Bratislavy kvôli stretnutiu s klientom.	Мне сегодня нужно сесть на поезд в Братиславу ради встречи с клиентом.
To je fakt bláznivý nápad, čo si vymyslel?	Это реально безумная идея, что ты придумал?
Dnes večer by som chcel ísť na futbal s kámošmi.	Сегодня вечером хотел бы пойти на футбол с друзьями.
V práci sa snažím zostať v pokoji, aj keď šéf šalie.	На работе стараюсь сохранять спокойствие, даже когда начальник сходит с ума.
Vieš, kde som nechal kľúče od auta?	Ты знаешь, где я оставил ключи от машины?
Mám toho po krk, fakt už nevládzem s tým projektom.	У меня дел по горло, реально больше не могу с этим проектом.
Cestou vlakom som zmešal spoj a teraz čakám na ďalší o dve hodiny.	По дороге к вокзалу я пропустил поезд и теперь жду следующий через два часа.
V obchode som si zabudol peňaženku doma.	В магазине я забыл кошелёк дома.
Nedávno som objavil nový recept a úplne ma nadchol, chutí skvele.	Недавно нашёл новый рецепт, и он меня полностью зацепил — вкус просто потрясающий.
Keď som videl tú správu, cítil som sa trápne a neviem, čo odpovedať.	Увидел это сообщение — стало неловко, не знаю, что ответить.
To vyzerá skôr ako blbá náhoda, nie?	Это выглядит скорее как глупая случайность, не так ли?
Chcel by som skúsiť nový recept na šošovicovú polievku, máš nejaký tip?	Хочу попробовать новый рецепт чечевичного супа, есть какие-нибудь советы?
V práci dnes vyzerá všetko chaoticky, potrebujem krátku pauzu.	На работе сегодня всё выглядит хаотично, нужна короткая пауза.
Chystám sa na víkend do Nízkych Tatier, vieš nejaké tipy na ubytovanie?	Еду на выходные в Нижние Татры, есть советы по жилью?
Nedávno som začal hrať tenis a zistil som, že to nie je vôbec jednoduché.	Недавно я начал играть в теннис и понял, что это совсем не просто.
V práci je toho dnes naozaj veľa, musím dokončiť správu do konca dňa.	На работе сегодня действительно много дел, мне нужно закончить отчёт к концу дня.
Po celom dni som fakt vyšťavený a potrebujem krátky oddych.	После всего дня я действительно вымотан и мне нужен короткий отдых.
Na dovolenke v Paríži som zabudol pas v hotelovej izbe.	Во время отпуска в Париже я забыл паспорт в номере отеля.
Kúpil som si nový telefón za 400€ v zľave, lebo starý už dosluhoval.	Я купил новый телефон за 400 евро по скидке, потому что старый уже отслужил.
Dnes večer máš chuť na rande, alebo radšej zostaneš doma?	Сегодня вечером хочешь свидание, или лучше останешься дома?
Hej, čo to robíš teraz?	Эй, что ты делаешь сейчас?
To je úplná blbosť, prestaň mi to sľubovať.	Это полная чушь, перестань мне это обещать.
Ak chceš ísť vlakom, musíme si kúpiť lístky vopred.	Если хочешь поехать на поезде, нам нужно купить билеты заранее.
Prídeš dnes večer, alebo ma znova odignoruješ?	Ты придёшь сегодня вечером, или снова проигнорируешь меня?
Máme nový projekt, potrebujeme rýchlu pomoc s databázou.	У нас новый проект, нам нужна быстрая помощь с базой данных.
Dnes je toho na mňa fakt veľa, nestíham.	Сегодня дел навалилось столько, что не успеваю.
Zajtra mám futbalový zápas a som nervózny.	Завтра у меня матч по футболу, и я нервничаю.
Kde je najbližší supermarket s výpredajom?	Где ближайший супермаркет со скидками?
Pri cestovaní po meste som zablúdil a stratil navigáciu.	Во время поездки по городу я заблудился и потерял навигатор.
Máš ma rád aj napriek tomu, čo sa stalo?	Ты меня любишь, несмотря на то, что произошло?
Chcem skúsiť nový recept na večeru.	Хочу попробовать новый рецепт на ужин.
Kde si odložil kľúče? Už ich hľadám hodinu.	Где ты положил ключи? Уже ищу их целый час.
Ten film bol fakt na nič, za mňa úplná nuda.	Этот фильм был реально полная нудятина.
Mám problém s internetom, všetko mi vypisuje chyby.	У меня проблема с интернетом, всё выдает ошибки.
Dnes poobede si dám krátky tréning v parku.	Сегодня днём устрою короткую тренировку в парке.
Zmešal som ranný vlak a musím čakať ďalšie dve hodiny.	Я пропустил утренний поезд и мне придётся ждать ещё два часа.
Dnes varím niečo nové a mám z toho strach, že to bude katastrofa.	Сегодня готовлю что-то новенькое и боюсь, что это окажется катастрофой.
Počas videohovoru mi vypadol internet a šéf si to určite všimne.	Во время видеозвонка у меня пропал интернет, и босс наверняка заметит.
Keď ťa niekto ignoruje, je lepšie to povedať na rovinu.	Когда тебя кто-то игнорирует, лучше сказать это прямо.
Chcel by som skúsiť nový boxerský tréning, ale bojím sa, že dostanem zranenie.	Хочу попробовать новую тренировку по боксу, но боюсь получить травму.
Rád varím a dnes som urobil veľmi chutné rizoto s hubami.	Я люблю готовить, и сегодня сделал очень вкусное ризотто с грибами.
V práci dnes nastala malá katastrofa – omylom som vymazal dôležité súbory.	На работе сегодня произошла небольшая катастрофа — по ошибке я удалил важные файлы.
Počas dovolenky v Tatrách sme sa stratili v lese, ale našli sme krásny výhľad.	Во время отпуска в Татрах мы заблудились в лесу, но нашли прекрасный вид.
Kúpiť nový televízor? Počkáme na výpredaj, nech to stojí menej.	Купить новый телевизор? Подождем распродажи, пусть стоит меньше.
Na koncerte bolo fantasticky, publikum neprestávalo tancovať a ja som si užíval každý okamih.	На концерте было фантастически, публика не прекращала танцевать, и я получал удовольствие от каждого момента.
Potrebujem od teba rýchlu spätnú väzbu na tú správu.	Мне нужна от тебя быстрая обратная связь по этому сообщению.
Naše vlaky meškajú o dvadsať minút, takže nestíhame stretnutie.	Наши поезда опаздывают на двадцать минут, поэтому мы не успеем на встречу.
Dávno som ti to nechcel povedať, ale mám ťa rád.	Давно хотел тебе это сказать, но люблю тебя.
Nový update ma úplne vytočil, lebo všetko padá.	Новый апдейт реально выводит меня из себя, потому что всё лагает.
Ten dezert je fakt top, musíš ho vyskúšať.	Этот десерт реально топ, тебе стоит попробовать.
V práci sa mi zas zrútil ten systém.	На работе у меня снова сломалась та система.
Mne sa zdá, že staré veci už nepotrebujem.	Мне кажется, что старые вещи мне больше не нужны.
Kto chce dnes večer pozerať hokej?	Кто хочет сегодня вечером посмотреть хоккей?
Kúpil som si nový batoh na cestovanie.	Я купил новый рюкзак для путешествий.
Vieš mi poradiť, ako to rozbehať na počítači?	Можешь подсказать, как это запустить на компьютере?
Kde si nechal ten lístok na koncert?	Где ты оставил билет на концерт?
V práci je to teraz naozaj drina.	На работе сейчас это настоящая каторга.
Chceš zajtra ísť na bicykel?	Хочешь завтра покататься на велосипеде?
Rád si čítam staré komiksy a vymýšľam nové príbehy.	Люблю читать старые комиксы и придумывать новые истории.
Zmontuj to rýchlo, dnes večer máme narodeniny kamaráta.	Собери это быстро, сегодня вечером у нас день рождения друга.
Kto tu zavaril ten bordel v kuchyni?	Кто тут навёл этот бардак на кухне?
Máme termín do zajtra, musíme to rýchlo spraviť.	У нас срок до завтра, нужно сделать это быстро.
Zajtra letím na dovolenku a ešte musím zbaliť tašku.	Завтра лечу в отпуск, а мне ещё нужно собрать чемодан.
Dnes nám zápas vôbec nevychádza, musíme zlepšiť hru.	Сегодня у нас матч совсем не идёт, нужно играть лучше.
Ochutnaj tú omáčku, je to delikátne.	Попробуй этот соус, он восхитителен.
Dnes idem na prechádzku, lebo ma rozbolela hlava.	Сегодня иду на прогулку, потому что у меня болит голова.
Urobím to, aj keby som mal prebehať celý svet.	Я сделаю это, даже если придётся обежать весь мир.
Hej, ten nový film bol šialene dobrý, máš čas zajtra na kino?	Эй, этот новый фильм был безумно хорош, у тебя есть время завтра пойти в кино?
Ten nový update ma sere, vždy niečo zavadzia.	Этот новый апдейт бесит меня, постоянно что-то мешает.
Mám nové hobby – keramiku, učím sa tomu cez internet.	У меня новое хобби — керамика, учусь этому онлайн.
Včera som zaspal pri seriáli a ráno ma bolela hlava.	Вчера я заснул перед сериалом, и утром у меня болела голова.
V práci dnes frčí chaos a ja nestíham s tým, čo treba hneď urobiť.	На работе сегодня творится хаос, и я не успеваю сделать то, что нужно сделать прямо сейчас.
Kúpili sme si nový telefón, ale ten operačný systém je úplne nanič.	Мы купили новый телефон, но эта операционная система совершенно ужасная.
Na dovolenke som sa stratil v úzkych uličkách starého mesta.	На отдыхе я заблудился в узких улочках старого города.
Po zápase sme prehrali iba o jeden gól a tréner bol poriadne nahnevaný.	После матча мы проиграли всего на один гол, и тренер был крайне зол.
Máme dnes poradu o deviatej, ale mám toho fakt plné zuby.	У нас сегодня собрание в девять, да ещё это меня реально достаёт.
Ako sa dostanem na stanicu? Pešo, alebo mám zobrať taxi?	Как мне добраться до вокзала? Пешком или взять такси?
Kúpil som si novú mikinu za 30€ a je super pohodlná.	Я купил новую толстовку за 30 евро — она очень удобная.
Keď sme hrali futbal, zápas bol napätý a posledný gól rozhodol.	Когда мы играли в футбол, матч был напряжённый, и последний гол решил исход.
Mám problém s telefónom – po aktualizácii mi vždy vypadnú notifikácie.	У меня проблемы с телефоном — после обновления уведомления постоянно пропадают.
Musím dokončiť ten projekt do konca dňa, inak ma šéf zožerie.	Мне нужно закончить тот проект к концу дня, иначе шеф меня сожрёт.
Rád varím a vždy skúšam nové recepty z internetu.	Я люблю готовить и всегда пробую новые рецепты из интернета.
Ideme na dovolenku do Tatier a dúfam, že nám vyjde počasie.	Едем на отпуск в Татры, и надеюсь, что погода будет благоприятной.
V obchode som našiel zľavnené topánky za 20 eur, paráda.	В магазине нашёл обувь со скидкой за 20 евро, круто.
Počúvam ťa, ale ten glitch v aplikácii ma poriadne štve.	Слушаю тебя, но этот глюк в приложении реально бесит.
V práci som urobil chybu, ale už to nerobím.	На работе я допустил ошибку, но больше так не делаю.
Vieš, dnes varím špagety s voňavou omáčkou.	Знаешь, сегодня готовлю спагетти с ароматным соусом.
Chcel by som si kúpiť lístok na vlak do Košíc, prosím.	Хочу купить билет на поезд до Кошиц, пожалуйста.
Kde sú moje kľúče, zase som ich stratil.	Где мои ключи, я снова их потерял.
Držím ti palce na zápas.	Я болею за тебя на матче.
Dnes mi to fakt nejde, skúsim to znova zajtra.	Сегодня у меня это реально не идёт, попробую ещё раз завтра.
Kedy si naposledy videl tak zúfalú službu zákazníkom?	Когда ты в последний раз видел такое ужасное обслуживание клиентов?
Idem na trh kúpiť čerstvé ovocie a zeleninu.	Я иду на рынок за свежими фруктами и овощами.
Ten film bol úplne na hovno, vôbec ma to nebavilo.	Этот фильм был полным говном, мне совсем не понравилось.
Keď pôjdem na dovolenku, vezmem si len malý ruksak.	Когда поеду в отпуск, возьму с собой только маленький рюкзак.
Ideme na nákup? Potrebujem kúpiť pár vecí a kávu pre celú rodinu.	Пойдем за покупками? Мне нужно купить пару вещей и кофе для всей семьи.
Vieš, ten nový seriál ma absolútne chytí za srdce.	Знаешь, этот новый сериал реально цепляет за душу.
Dnes som si kúpil bicykel a som úplne nadšený.	Сегодня я купил велосипед и полностью в восторге.
Na dovolenke sme si vychutnali skvelú večeru na pláži.	Во время отпуска мы насладились отличным ужином на пляже.
Môžeš mi poslať ten súbor ešte raz? Mám problém ho otvoriť.	Можешь прислать этот файл ещё раз? Не могу его открыть.
Kde si nechal kľúče od auta?	Где ты оставил ключи от машины?
Mám toho po krk v robote a už to nezvládam.	У меня по горло на работе, и я больше не справляюсь.
Zober si prilbu, večer idem na hokej.	Возьми шлем, вечером иду на хоккей.
Objavil som v meste skvelú kaviareň pri námestí.	Я нашёл в городе отличную кофейню возле площади.
Ten film ma na konci úplne zaskočil.	Этот фильм в конце меня полностью удивил.
Dnes idem do práce neskoro, lebo mi mešká autobus.	Сегодня иду на работу поздно, потому что автобус опаздывает.
Kde si odložil kľúče? Niekde v kúpeľni.	Где ты положил ключи? Где-то в ванной.
Zajtra ideme na výlet do hôr, vezmi si teplé oblečenie.	Завтра поедем в поход в горы, возьми тёплую одежду.
Neraz sa vysmievajú, že som nerd, ale milujem seriály.	Меня часто высмеивают за то, что яNERD, но люблю сериалы.
Idem na futbalový tréning, dúfam, že lopta pôjde lepšie než včera.	Иду на футбольную тренировку, надеюсь, что мяч полетит лучше, чем вчера.
Mám hlad, ideme niečo zjesť.	Я голоден, пойдем что-нибудь перекусим.
Musím dodržať termín, inak zničím celý projekt.	Я должен уложиться в срок, иначе разрушу весь проект.
Ten vlak mi ušiel, ďalší mi zoberie hodinu.	Этот поезд ушёл от меня, а следующий займёт у меня час.
Vieš čo, som fakt vyflusaný, z toho nič!	Знаешь что, я реально вымотан, от этого ничего не получается!
Nový telefón je super, ale batéria ma sklamala hneď na druhý deň.	Новый телефон супер, но аккумулятор подвёл уже на второй день.
V práci dnes všetko išlo podľa plánu a zvládol som viac úloh naraz.	Сегодня на работе всё шло по плану, и мне удалось справиться с несколькими задачами сразу.
V domácnosti je to chaoticky, musím upratať a vypráť prádlo.	Дома всё в хаосе, нужно прибраться и постирать бельё.
Po ceste na výlet sme zmeškali autobus a museli sme ísť pešo.	По дороге на экскурсию мы опоздали на автобус, и пришлось идти пешком.
Objednal som si nový laptop online, ale dorazil s malým škrabnutím.	Я заказал новый ноутбук онлайн, но он пришёл с небольшой царапиной.
Milujem varenie, dnes som vyskúšal nový dezert a je skvelý.	Я люблю готовить, сегодня попробовал новый десерт, и он просто огонь.
Idem dnes večer na koncert so starými kamarátmi.	Сегодня вечером иду на концерт с старыми друзьями.
Neznášam, keď mi niekto vyberá oblečenie.	Ненавижу, когда кто-то выбирает за меня одежду.
V práci mám plno projektov a nemám ani čas na obed.	На работе у меня полно проектов, и времени даже на обед нет.
Chcem si dopriať zaslúžený oddych cez víkend.	Хочу позволить себе заслуженный отдых на выходных.
Keď sa niečo pokazí, zavolám ti hneď.	Если что-то сломается, позвоню тебе сразу.
V práci je dnes blázinec, termíny lietajú a ja to nestíham.	На работе сегодня сумасшествие, сроки несутся, а я всё не успеваю.
Doma mi lezie na nervy, že sused furt búcha do steny.	Дома меня это бесит: сосед всё время стучит по стене.
Chystám sa na výlet do Tatier a rozmýšľam, či si mám zobrať mapu alebo GPS.	Еду в поход в Татры и думаю, брать ли карту или GPS.
V obchode som našiel skvelú zľavu na tenisky, ale rad na pokladni ma riadne vytočila.	В магазине нашёл отличную скидку на кроссовки, но очередь на кассе меня реально вывела из себя.
Zapojil som sa do nového hobby – modelárstvo, a stavanie modelov lietadiel mi ide lepšie, než som čakal.	Я занялся новым хобби — моделизмом, и сборка моделей самолётов выходит у меня лучше, чем я ожидал.
Potrebujem ti napísať e-mail o zmluve, ale fakt neviem, aké je číslo objednávky.	Мне нужно написать тебе письмо по поводу контракта, но реально не знаю, какой номер заказа.
Chcel by som večer vybehnúť na prechádzku po meste s tebou.	Мне бы хотелось вечером выбраться на прогулку по городу с тобой.
Ak by som mal viac času, určite by som si vypožičal auto a vyrazil na výlet.	Если бы у меня было больше времени, я бы точно взял машину напрокат и отправился в поездку.
Objednal som si v novej reštaurácii exotické jedlo a nečakal som, že bude tak pálivé.	Я заказал в новом ресторане экзотическое блюдо и не ожидал, что оно будет таким острым.
Používam nový tablet na sledovanie filmov a výdrž batérie je fakt pecka.	Я использую новый планшет для просмотра фильмов, и время работы батареи реально круто.
Môžeš mi poslať ten súbor ešte raz, prosím?	Можешь прислать мне тот файл ещё раз, пожалуйста?
Na obed varím polievku, chceš pridať niečo navyše?	На обед варю суп, хочешь добавить что-нибудь ещё?
Ten film bol naozaj skvelý, smial som sa až boleli brucho.	Этот фильм действительно был отличным; я так смеялся, что живот болел.
Neber to ako hádku, len mi povedz, čo si o tom myslíš.	Не считай это спором, просто скажи, что ты об этом думаешь.
Ideme dnes na šport, alebo ostaneš doma a pozeráš seriál?	Сегодня идём заниматься спортом, или останешься дома и будешь смотреть сериал?
Idem dnes na trh kúpiť zeleninu, potrebuješ niečo odtiaľ?	Сегодня схожу на рынок за овощами, тебе что-нибудь оттуда принести?
Ráno som zaspal a prišiel som do práce neskoro.	Утром я проспал и пришёл на работу поздно.
Ten film bol fakt divný, koniec ma úplne zaskočil.	Этот фильм действительно странный, конец меня полностью удивил.
Chcem poriadnu pizzu s extra syrom.	Хочу нормальную пиццу с дополнительным сыром.
Poznáš tú novú appku na učenie jazykov? Je to šialene efektívne.	Знаешь то новое приложение для изучения языков? Оно безумно эффективно.
